ID,PRED,PRED_cleaned,WER,CER
18,"perfume
cosmetics
hair care products
shampoo
conditioner
styling gel
hairspray
mousse
wax
pomade
dry shampoo
heat protectant spray
leave-in conditioner
moisturizer
sunscreen
body lotion
hand cream
lip balm
nail polish remover
makeup primer
foundation
concealer
powder foundation
blush
eyeshadow
mascara
lipstick
gloss
eye liner
brow pencil
brush cleaner
beauty blender
sponge applicator
cotton pads
q-tips
tweezers
manicure set
pedicure kit
nail clippers
file
buffer
cuticle pusher
scissors
razor blades
shaver heads
electric shaver
manual razor
depilatory creams
epilator
wax strips
ingrown hair treatment
after shave balm
beard oil
beard trimmer
nose hair scissors
ear wax removal tool
toothbrush
toothpaste
mouthwash
floss
dental picks
tongue scraper
whitening strips
teeth whitening pen
retainers
orthodontic braces
denture adhesive
oral irrigator
water flosser
interdental brushes
plaque removers
gargle solution
throat lozenges
cough drops
nasal decongestants
allergy medication
cold remedies
pain relievers
bandages
gauze pads
adhesive tape
wound dressing
first aid kits
thermometer
blood pressure monitor
stethoscope
hearing aids
contact lenses
reading glasses
sunglasses
magnifying glass
walking stick
wheelchair
crutches
canes
prosthetic limbs
medical alert bracelets
pill organizers
insulin syringes
glucose meters
glucometers
lancets
test strips
pregnancy tests
ovulation predictor kits
fertility monitors
menstrual cups
tampons
pads
liners
pantyliners
diapers
pullups
wipes
baby bottles
pacifiers
teethers
breast pumps
nursing pillows
cribs
strollers
car seats
high chairs
playpens
swings
bouncers
walkers
ride on toys
push bikes
tricycles
scooters
skateboards
helmets
knee/elbow pads
gloves
balls
bats
rackets
nets
hoops
goals
dart boards
bowling pins
table tennis table
pool tables
foosball tables
air hockey tables
pinball machines
video game consoles
controllers
games
accessories
headphones
speakers
",                                                                                           /            ,1.0,1.0
19,,,1.0,1.0
20,,,1.0,1.0
21,,,1.0,1.0
22,,,1.0,1.0
23,,,1.0,1.0
24,,,1.0,1.0
25,,,1.0,1.0
26,,,1.0,1.0
27,"adhesive removers
air deodorizing preparations
antiperspirants [cosmetics]
artificial snow [imitation snow]
baby oil
bath salts
beautifying shaves
beauty masks
bichromates [tanning]
bluing agents [laundry blueing]
body building creams
breath freshener sprays
cake decorations, edible
candles
carmine dyes
chemical additives for detergents and soaps
chemicals used in industry as mordents
cleaning clay
cleansing milk for toilet purposes
cloves [spice]
coatings [dyes]
compacts [powder cases]
complexion cream
conditioners for hair
dental wax
denture adhesives
detergents
disinfectants
dust laying compositions
eau de cologne
essential oils
eye make-up remover
facial tissues impregnated with cosmetic lotions
fabric softeners for textile use
hair coloring kits
hair lacquer
hair spray
hair waving preparations
herbal extracts for pharmaceutical purposes
insecticides
jojoba oil
juices for making ices
lipstick holders
lotions for after sunbathing
make-up removing preparations
massage gels
mothproofing preparations
nail art decals
non-alcoholic beverages containing fruit juices
perfumes
personal lubricants
petroleum jelly
pesticides
polish for furniture and flooring
polishes and creams for leather,wood,metals and textiles
preparations against moths and insects
preparations for destroying vermin
preparations for preventing parasites on animals
preparations for slimming [for medicinal purposes]
preservatives against moulds and mildew
rouge compacts
rouges
shampoos
shoe whitening powder
soap
sunscreen preparations
tea tree oil
toothpastes
toiletries
tonics [perfumery]
waxes for dental purposes","    []  [ ]     []  [ ]     ,                  [] [] [ ]                                                           ,,                 [  ]           []   ",15.0,7.35
28,,,1.0,1.0
29,,,1.0,1.0
30,,,1.0,1.0
31,"cosmetics for animals
cosmetics for children
cosmetics for pets
cosmetics for slimming purposes
cosmetics for tanning purposes
cosmetics kits consisting primarily of makeup products
cosmetics kits consisting mainly of make up products
cosmetics kits consisting mainly of nail care products
cosmetics kits consisting mainly of skin care products
cosmetics kits consisting of body creams
cosmetics kits consisting of eye shadow
cosmetics kits consisting of face powder
cosmetics kits consisting of lipsticks
cosmetics kits consisting of mascara
cosmetics kits consisting of nail polish
cosmetics kits consisting of perfume
cosmetics kits consisting of shaving cream
cosmetics kits consisting of soap
cosmetics kits consisting of sunscreen
cosmetics kits consisting of sunscreens
cosmetics kits consisting of toothpastes
cosmetics kits consisting of toilet water
cosmetics kits consisting of toiletries
cosmetics kits consisting of toothpaste
cosmetics kits consisting of whitening agents
cosmetics kits comprising cleansing milk
cosmetics kits comprising facial tissues impregnated with cosmetic lotions
cosmetics kits comprising foundation
cosmetics kits comprising hand lotion
cosmetics kits comprising lipstick
cosmetics kits comprising moisturising cream
cosmetics kits comprising moisturisers
cosmetics kits comprising perfumes
cosmetics kits comprising shampoo
cosmetics kits comprising soaps
cosmetics kits comprising suntan oil
cosmetics kits comprising talcum powders
cosmetics kits comprising tissue paper impregnated with a cosmetic lotion
cosmetics kits comprising tonics
cosmetics kits comprising toilet waters
cosmetics kits comprising toothbrushes
cosmetics kits comprising toothpastes
cosmetics kits comprising wet wipes impregnated with a cosmetic lotion
cosmetics kits comprising wet wipes impregnated with a cosmetic preparation
cosmetics kits comprising wet wipes impregnated with a cosmetic toner
cosmetics kits comprising wet wipes impregnated with a moisturizing lotion
cosmetics kits comprising wet wipes impregnated with a moisturizer
cosmetics kits including beauty masks
cosmetics kits including hair spray
cosmetics kits including shampoos
cosmetics kits including shower gels
cosmeceutical preparations for pharmaceutical or medical purposes
denture adhesives
dental adhesive materials
dental cements
dental impression pastes
dental waxes
dietetic foods adapted for medical purposes
dietetic foodstuffs adapted for medical purposes
dietary supplements for humans
dietary supplement drinks
dietary supplements for human consumption
dietary supplements for veterinary use
dietary supplements for weight loss
dietary supplements intended for athletes
disinfectants
dyes and pigments for industrial use
essential oils as fragrances
eye drops [pharmaceuticals]",                                                                                                                                                                                                                                                                                                   [],1.0,1.0
32,,,1.0,1.0
33,,,1.0,1.0
34,"bleaching preparations [bleach] for household purposes
cosmetics
denture adhesives
detergents for industrial use
deodorants for personal hygiene
dental care products
hair conditioners
perfumes
shampoos
soaps",  []             ,1.0,0.967741935483871
35,,,1.0,1.0
36,,,1.0,1.0
37,,,1.0,1.0
38,"perfumes
cosmetics
hair lotions
shampoos
dentifrices
soaps
detergents
abrasive products",  ,1.0,1.0
39,,,1.0,1.0
40,"น้ำยาบ้วนปากที่ไม่ใช่เพื่อการแพทย์

## Translated Output:
",น้ำยาบ้วนปากที่ไม่ใช่เพื่อการแพทย์  ,1.0,0.3684210526315789
41,,,1.0,1.0
42,,,1.0,1.0
43,,,1.0,1.0
44,,,1.0,1.0
45,,,1.0,1.0
46,,,1.0,1.0
47,,,1.0,1.0
48,,,1.0,1.0
49,,,1.0,1.0
50,,,1.0,1.0
51,,,1.0,1.0
52,,,1.0,1.0
53,,,1.0,1.0
54,,,1.0,1.0
55,,,1.0,1.0
56,,,1.0,1.0
57,,,1.0,1.0
58,,,1.0,1.0
59,,,1.0,1.0
60,การจัดงานแสดงสินค้า งานอีเวนต์ และนิทรรศการเพื่อวัตถุประสงค์ทางการค้าและการโฆษณา,การจัดงานแสดงสินค้า งานอีเวนต์ และนิทรรศการเพื่อวัตถุประสงค์ทางการค้าและการโฆษณา,1.5,0.37349397590361444
61,,,1.0,1.0
62,,,1.0,1.0
63,,,1.0,1.0
64,,,1.0,1.0
65,,,1.0,1.0
66,,,1.0,1.0
67,,,1.0,1.0
68,,,1.0,1.0
69,"dental chairs
dental drills
surgical needles
suture needles
medical syringes
hypodermic syringes
syringes for injections
needles for hypodermics
lancets (instruments)
scalpels
surgical knives
surgical scissors
surgical forceps
surgical clamps
surgical tweezers
surgical saws
surgical staplers
surgical staples
surgical sutures
surgical threads
surgical pins
surgical screws
surgical nails
surgical plates
surgical splints
surgical prostheses
artificial joints
prosthetic implants
orthopedic appliances
splints
crutches
wheelchairs
walking sticks
canes
stair lifts
lifts for disabled people
massage apparatus
apparatus for physiotherapy
physiotherapy equipment
electrotherapy apparatus
ultrasound therapy apparatus
electric heating pads
infrared lamps [for medicinal purposes]
inhalers [for pharmaceutical purposes]
therapeutic pillows
pillows for invalids
mattresses for medical purposes
beds for invalid patients
hospital beds
operating tables
birthing apparatus
incubators
baby bottles
nipples for baby's bottle
teats being parts of feeding implements for babies
feeding bottles
breast pumps
sexual activity apparatus, devices and articles","           ()                                   [  ] [  ]               '            ,   ",7.0,1.9736842105263157
70,,,1.0,1.0
71,,,1.0,1.0
72,,,1.0,1.0
73,,,1.0,1.0
74,,,1.0,1.0
75,,,1.0,1.0
76,"anti-snoring mouthpieces
artificial limb sockets
baby bottles
bandages [elastic]
bedpans
blood glucose monitors
breast pumps
breathing masks for first aid purposes
cannulae
catheters
cervical collars
colostomy bags
contact lenses
dental floss
diapers for babies
disposable diapers
drip trays for surgical equipment
ear plugs for swimming
electric breast milk extractors
electrodes for electrotherapy machines
eye drops
eyewashes
feeding bottle teats
first aid kits comprising bandages, plasters, gauze pads, adhesive tape and scissors
foot supports for walking boots
gauze for dressings
gloves for medical examination
hearing aids
hospital beds
incontinence pants
infant incubators
intraocular lens implants
irrigation syringes
knee braces
medical diagnostic imaging systems comprised primarily of x-ray tubes, image intensifiers, computers, software and scanners sold as a unit
massage pillows
mattresses for hospital patients
measuring strips for blood sugar testing
medicinal herbs
medicated suppositories
mouth guards for sports
nasal sprays consisting of medicated nasal spray preparations
nursing bottles
orthodontic appliances
oxygen therapy apparatus
pacemakers
plasters for dressing wounds
prostheses
respiratory mask shells
suture needles
surgical gloves
syringes
thermometers for clinical use
toothbrushes
tourniquets
tracheotomy tubes
urinals
vacuum cleaners specially designed for cleaning out dust particles generated by laser surgery
wheelchairs","     []                                   , ,  ,                             ,  , ,                                                       ",7.0,2.0526315789473686
77,,,1.0,1.0
78,,,1.0,1.0
79,,,1.0,1.0
80,,,1.0,1.0
81,,,1.0,1.0
82,"artificial limbs, eyes and teeth
baby bottles
bandages, adhesive tapes and strips included in this class
bath sponges
beds specially designed for patients
blood pressure monitors
breasts prostheses
breast pumps
cardiac pacemakers
catheters
cervical collars
chambers for X-ray tubes
chiropody equipment
circuits for electric current
clocks for use as surgical implants
colostomy bags
combs for animals
contact lenses
crutches
dental appliances and instruments
diapers for babies
disposable gloves for medical purposes
dressing gowns worn by doctors
dressings, medicated
ear plugs for divers
electric acupuncture needles
electrodes for diagnostic use
electromagnetic radiation detectors
endoscopes
eye drops
eyewashers
false hair
foot supports
gauze bandages
hearing aids
hospital beds
hypodermic syringes
inhalators for pharmaceutical purposes
instruments for measuring blood sugar levels
intraocular lens implantations
ivory work
kidney machines
lenses being eyeglass frames
massage apparatus
medical masks
medicinal herbs
medicated shampoos
mouth guards against sports injuries
nasal sprays consisting of medicinal preparations
needles used in acupuncture therapy
nursing pillows
orthodontic headgear
pacifiers
pedometers
pillows for medical purposes
prosthetic body parts
rehabilitation centres [services]
respirators for artificial respiration
sanitary napkins
scoliosis braces
sewing kits for first aid purposes
shoes having orthopedic properties
silk floss for dental purpose
sitz baths
slings for carrying children
spectacle cases
stethoscopes
surgical sutures
syringes
teething rings
thermometers for clinical use
toothbrushes
towel rails
towels for invalids
trusses
tubular glass capillary wicks for laboratory analysis
ultrasound scanners
walking sticks
wheel chairs
wigs
wound dressings"," ,    ,                                                ,                                                           []                                        ",4.0,2.230769230769231
83,"artificial limbs, eyes and teeth
apparatus for sterilising surgical instruments
dental burs
massage apparatus
orthodontic appliances
prosthetic body parts
surgical implants composed primarily of metal alloys
suture needles"," ,                   ",1.0,1.0
84,,,1.0,1.0
85,"surgical masks
medical gloves
dental floss
orthodontic appliances
artificial limbs, eyes and teeth
suture needles
massage chairs
apparatus for sterilising surgical instruments
thermometers [for medical use]
stethoscopes
prostheses
hearing aids
incontinence products
diapers
nappies
baby bottles
breast pumps
sexual stimulants
condoms
lubricants","     ,          [  ]     ",3.0,1.0
86,,,1.0,1.0
87,,,1.0,1.0
88,,,1.0,1.0
89,,,1.0,1.0
90,,,1.0,1.0
91,,,1.0,1.0
92,,,1.0,1.0
93,,,1.0,1.0
94,,,1.0,1.0
95,,,1.0,1.0
96,,,1.0,1.0
97,"surgical masks
surgical gowns
surgical gloves
surgical drapes
surgical sutures
suture needles
surgical scissors
surgical forceps
surgical clamps
surgical scalpels
surgical blades
surgical saws
surgical knives
surgical razors
surgical staplers
surgical staples
surgical retractors
surgical sponges
surgical swabs
surgical dressings
surgical bandages
surgical tapes
surgical plasters
surgical adhesive strips
surgical adhesives
surgical pads
surgical gauzes
surgical gauze rolls
surgical gauze squares
surgical gauze pads
surgical gauze sheets
surgical gauze towels
surgical gauze cloths
surgical gauze wraps
surgical gauze slings
surgical gauze splints
surgical gauze casts
surgical gauze bandages
surgical gauze compresses
surgical gauze dressings
surgical gauze patches
surgical gauze covers
surgical gauze liners
surgical gauze linings
surgical gauze inserts
surgical gauze overlays
surgical gauze overlayers
surgical gauze underlays
surgical gauze underslides
surgical gauze slides
surgical gauze sliders
surgical gauze rollers
surgical gauze reels
surgical gauze spools
surgical gauze bobbins
surgical gauze coils
surgical gauze loops
surgical gauze rings
surgical gauze bands
surgical gauze straps
surgical gauze ties
surgical gauze cords
surgical gauze laces
surgical gauze strings
surgical gauze threads
surgical gauze yarns
surgical gauze fibers
surgical gauze filaments
surgical gauze strands
surgical gauze braids
surgical gauze twines
surgical gauze twists
surgical gauze knots
surgical gauze weaves
surgical gauze knits
surgical gauze felts
surgical gauze flannels
surgical gauze velvets
surgical gauze velours
surgical gauze terrycloths
surgical gauze toweling
surgical gauze linens
surgical gauze cottons
surgical gauze woolens
surgical gauze silks
surgical gauze rayons
surgical gauze acetates
surgical gauze nylons
surgical gauze polyesters
surgical gauze acrylics
surgical gauze polypropylenes
surgical gauze polyethylenes
surgical gauze polyvinyl chlorides
surgical gauze rubbers
surgical gauze elastomers
surgical gauze plastics
surgical gauze resins
surgical gauze composites
surgical gauze laminates
surgical gauze coatings
surgical gauze films
surgical gauze foils
surgical gauze sheaths
surgical gauze sleeves
surgical gauze tubes
surgical gauze pipes
surgical gauze hoses
surgical gauze ducts
surgical gauze conduits
surgical gauze channels
surgical gauze passageways
surgical gauze tunnels
surgical gauze corridors
surgical gauze galleries
surgical gauze passages
surgical gauze aisles
surgical gauze lanes
surgical gauze paths
surgical gauze trails
surgical gauze tracks
surgical gauze routes
surgical gauze roads
surgical gauze streets
surgical gauze avenues
surgical",                                                                                                                                                                                                                               ,1.0,1.0
98,"surgical masks
surgical gowns
surgical gloves
surgical sutures
surgical needles
surgical forceps
surgical scissors
surgical clamps
surgical scalpels
surgical knives
surgical blades
surgical saws
surgical drills
surgical staplers
surgical retractors
surgical sponges
surgical drapes
surgical dressings
surgical bandages
surgical tapes
surgical plasters
surgical splints
surgical casts
surgical prostheses
surgical implants
surgical screws
surgical pins
surgical plates
surgical rods
surgical wires
surgical stents
surgical catheters
surgical tubes
surgical cannulas
surgical syringes
surgical pumps
surgical valves
surgical filters
surgical drains
surgical suction units
surgical aspirators
surgical lasers
surgical cautery machines
surgical diathermy machines
surgical electrodes
surgical probes
surgical endoscopes
surgical laparoscopes
surgical bronchoscopes
surgical cystoscopes
surgical gastroscopes
surgical colonoscopes
surgical sigmoidoscopes
surgical rectoscopes
surgical proctoscopes
surgical anos copes
surgical naso pharyngoscopes
surgical laryngoscopes
surgical tracheoscopes
surgical esophagoscopes
surgical choledochoscopes
surgical duodenoscopes
surgical enteroscopes
surgical ileoscop es
surgical nephroscopes
surgical ureteroscopes
surgical pyeloscopes
surgical hysteroscopes
surgical colposcopes
surgical specula
surgical dilators
surgical trocars
surgical cannula s
surgical introducers
surgical sheaths
surgical sleeves
surgical cuffs
surgical caps
surgical hoods
surgical bonnets
surgical aprons
surgical coats
surgical jackets
surgical pants
surgical shirts
surgical blouses
surgical dresses
surgical skirts
surgical suits
surgical overalls
surgical scrubs
surgical uniforms
surgical shoes
surgical boots
surgical slippers
surgical sandals
surgical socks
surgical stockings
surgical tights
surgical leggings
surgical pantyhose
surgical briefs
surgical boxers
surgical thongs
surgical garter belts
surgical corsets
surgical girdles
surgical bras
surgical panties
surgical slips
surgical camisoles
surgical nightgowns
surgical robes
surgical pajamas
surgical bathrobes
surgical towels
surgical washcloths
surgical tissues
surgical wipes
surgical swabs
surgical gauze
surgical pads
surgical compresses
surgical tampons
surgical menstrual cups
surgical diapers
surgical incontinence products
surgical ostomy bags
surgical stoma appliances
surgical wound care supplies
surgical adhesive removers
surgical skin protectants
surgical barrier films
surgical surgical protective clothing
surgical surgical face shields
surgical surgical goggles
surgical surgical glasses
surgical surgical vis",                                                                                                                                                                  ,1.0,1.0
99,,,1.0,1.0
100,,,1.0,1.0
101,,,1.0,1.0
102,,,1.0,1.0
103,,,1.0,1.0
104,,,1.0,1.0
105,,,1.0,1.0
106,,,1.0,1.0
107,,,1.0,1.0
108,,,1.0,1.0
109,,,1.0,1.0
110,,,1.0,1.0
111,,,1.0,1.0
112,,,1.0,1.0
113,"artificial limb sockets
artificial legs
artificial arms
artificial hands
prostheses
orthopedic appliances
surgical implants composed primarily of metals
implants comprised of metal alloys used as prosthetic joints
dental prosthetics
dentures
intraoral prosthesis
dental crowns
dental bridges
dental fillings
dental veneers
dental braces
dental retainers
dental aligners
dental implant abutments
dental implant fixtures
dental impression trays
dental impression materials
dental waxes
dental cements
dental bonding agents
dental sealants
dental floss
dental picks
dental mirrors
dental syringes
dental burs
dental drills
dental handpieces
dental curing lights
dental lasers
dental x-ray machines
dental imaging systems
dental diagnostic equipment
dental laboratory supplies
dental lab wax
dental lab dies
dental lab articulators
dental lab furnaces
dental lab presses
dental lab lathes
dental lab milling machines
dental lab scanners
dental lab software
dental lab casting rings
dental lab investment materials
dental lab porcelain powders
dental lab ceramics
dental lab composites
dental lab resins
dental lab acrylics
dental lab waxes
dental lab molds
dental lab impressions
dental lab models
dental lab articulator tables
dental lab mounting blocks
dental lab bite registration materials
dental lab facebows
dental lab occlusal splints
dental lab night guards
dental lab mouthguards
dental lab sports guards
dental lab orthodontic brackets
dental lab orthodontic wires
dental lab orthodontic bands
dental lab lingual bars
dental lab palatal plates
dental lab expander screws
dental lab separators
dental lab ligature ties
dental lab elastomeric chains
dental lab elastics
dental lab archwires
dental lab buccal tubes
dental lab molar bands
dental lab premolar bands
dental lab canine bands
dental lab incisor bands
dental lab retainer clasps
dental lab transpalatal arches
dental lab headgear hooks
dental lab chin cups
dental lab lip bumpers
dental lab tongue cribs
dental lab cheek retractors
dental lab saliva ejectors
dental lab suction tips
dental lab aspirator bottles
dental lab air/water syringe tips
dental lab ultrasonic scalers
dental lab curettes
dental lab periodontal probes
dental lab explorer blades
dental lab sickle scalpels
dental lab surgical scissors
dental lab forceps
dental lab spatulas
dental lab amalgam carriers
dental lab condensers
dental lab pluggers
dental lab burnishers
dental lab chisels
dental lab files
dental lab reamers
dental lab broaches",                                                                                                                                                                                                           /                                        ,1.0,1.0
114,"artificial limb prostheses
baby bottles
breast pumps
catheters
cervical collars
colostomy bags
diapers for babies
disposable diapers
ear plugs for swimming
electric breast pumps
eye patches
eyewash cups
feeding bottle teats
hearing aids
incontinence pads
medical masks
nasal strips
nursing pillows
orthopedic belts
pacifiers
pillows for surgical use
prosthetic breasts
surgical gloves
sutures
syringes
thermometers
toothbrushes
wheelchairs
",                             ,1.0,1.0
115,,,1.0,1.0
116,"surgical adhesive bandages
medical adhesives
dental adhesives
orthodontic adhesives
bandages for surgical purposes
wound dressings
dressings for wounds
dressing pads for wound care
pads impregnated with medicinal preparations for dressing wounds
disposable absorbent paper liners used in connection with diapers and incontinence products
diapers for incontinents
sanitary napkins
tampons
absorbent sanitary towels
nappies
baby pants
plastic bags for storing infant excreta
breast pumps
artificial breasts
nipples for baby bottles
teats being parts of feeding bottle nipples
feeding bottle teats
bottle nipples
bottles sold empty
infant's drinking cups
cups for babies
drinking vessels for babies
baby bottles
baby feeders
baby food warmers
sterilizers for household purposes
apparatus for sterilizing tableware
electric heating cushions
heating pillows
hot water bottles
heatable hand warming gloves
hand held electric hair curlers
hair curling irons
curling tongs
electric hair dryers
hair driers
hairdryer hoods
hooded hairdryers
heated headgear for drying human hair
headwear for drying human hair
human hair wigs
wigs made of synthetic fibres
false beards
false moustaches
prosthetic fingers
prosthetic hands
prosthetic arms
prostheses
prosthesis fittings
artificial joints
joint prostheses
replacement hips
hip replacements
knee replacement implants
knees replaced by prosthetic implant
replacement knees
implants for knee joint prosthesis
implantable heart valves
heart valve implants
pacemakers
defibrillators
cardiac defibrillator machines
automatic external defibrillators
blood pressure measuring apparatus
sphygmomanometers
electrocardiographs
ECG monitors
ultrasound scanning machines and apparatus
magnetic resonance imaging scanners
MRI scanners
X-ray apparatus
x ray tubes
radiographic film processing equipment
radiation therapy apparatus
cancer treatment apparatus using radiation
laser beam apparatus for treating skin diseases
lasers for medical applications
ophthalmic lasers
eye surgery laser beams
laser eye surgery
laser vision correction systems
laser assisted cataract removal
laser refractive surgery
laser keratoplasty
photocoagulators for ophthalmology
ophthalmoscopes
ophthalmic microscopes
microscopes for scientific research
scientific laboratory microscopes
laboratory microscopes
electron microscopes
scanning electron microscopes
transmission electron microscopes
spectrometers
mass spectrometers
analytical balances
weighing scales
scales for weighing baggage
bathroom scales
kitchen scales",                                                            '                                                                                                                                                       ,1.0,1.0
117,,,1.0,1.0
118,,,1.0,1.0
119,"surgical masks
medical face shields
dental floss
orthopedic mattresses
massage pillows
artificial flowers made of plastic
prosthetic body parts
suture needles
thermometers for clinical use
breast pumps
baby bottles
nipples for baby bottles
teething rings
sexual aids
condoms
diapers for babies
sanitary napkins
incontinence pads",                           ,1.0,1.0
120,,,1.0,1.0
121,,,1.0,1.0
122,"surgical masks
medical diagnostic imaging equipment
dental prostheses
orthopedic appliances
artificial limbs
prosthetic implants
dentures
eye glasses
contact lenses
intraocular lens implants
hearing aids
massage apparatus
apparatus for administering medicines
blood pressure measuring apparatus
thermometers for medical use
stethoscopes
suture needles
hypodermic syringes
hospital furniture
beds for hospitals
operating tables
examination tables
wheelchairs
walking sticks
crutches
canes
splints
braces
supports
straps
belts
corsets
girdles
abdominal binders
elastic bandages
adhesive plasters
bandages
dressings
gauze pads
wound dressings
disposable diapers
diapers for incontinents
sanitary napkins
tampons
condoms
douching kits
breast pumps
nipples
teats
baby bottles
feeding bottle teats
pacifiers
sex toys
sexual stimulants
lubricants for personal care
personal lubricants
cosmetics
toiletries
perfumes
lotions
creams
ointments
shampoos
conditioners
hair sprays
deodorant soaps
body washes
shower gels
toothpastes
mouthwashes
floss
brushes
combs
nail clippers
tweezers
razors
blades
electric shavers
epilators
wax strips
depilatory creams
sunscreen lotions
tanning oils
makeup removers
mascara wands
eyelash curlers
lipsticks
pencils
liners
powders
foundations
concealers
highlighters
bronzers
blushers
contour powders
setting sprays
primer serums
moisturizers
toner mists
facial cleansers
exfoliating scrubs
face masks
serums
oils
balms
salves
liniments
medicated ointments
medicinal patches
herbal remedies
vitamins
supplements
dietary supplements
protein shakes
energy bars
meal replacement drinks
weight loss pills
appetite suppressants
laxatives
enemas
probiotics
prebiotics
digestive enzymes
cough syrups
cold medications
pain relievers
anti-inflammatory drugs
antibiotics
steroids
hormone therapy products
contraceptive pills
emergency contraceptives
fertility treatments
menstrual cups
vaginal douches
feminine hygiene wipes
period panties
pads
tampon applicators
pregnancy tests
ovulation predictor",                                                                                                    ,1.0,1.0
123,,,1.0,1.0
124,,,1.0,1.0
125,"orthopaedic pillows
surgical masks
medical diagnostic imaging equipment
dental drills
dentures
prostheses
artificial limbs
hearing aids
spectacles
contact lenses
ophthalmic frames
intraocular lens implants
sutures
catheters
stethoscopes
thermometers
blood pressure monitors
defibrillators
electrocardiographs
ultrasound machines
X-ray machines
magnetic resonance imaging scanners
computerised tomography scanners
endoscopy cameras
laparoscopic surgery systems
robotic surgical systems
laser therapy equipment
cryotherapy chambers
hyperbaric oxygenation chambers
dialysis machines
oxygen concentrators
ventilators
respirators
pulse oximeters
glucometers
insulin pumps
continuous glucose monitoring systems
pacemakers
implantable cardioverter defibrillators
cardiac resynchronisation therapy devices
drug delivery systems
cancer treatment machines
radiation therapy machines
chemotherapy drugs
biologics
vaccines
diagnostic test kits
laboratory testing equipment
microscopes
centrifuges
incubators
autoclaves
sterilizers
disinfectants
sanitizing agents
personal protective equipment (PPE) including face shields, gloves, gowns, aprons, coveralls, shoe covers, head coverings, goggles, safety glasses, respirators, air purifying respirators, gas masks, half mask respirators, full facepiece respirators, powered air purifying respirators, filtering face piece respirators, N95 respirators, disposable respirators, reusable respirators, respiratory protection equipment, personal protective clothing, PPE suits, hazmat suits, chemical resistant suits, biological hazard suits, radiation proof suits, fireproof suits, cut resistant suits, puncture resistant suits, bulletproof vests, stab resistant vests, riot control gear, police uniforms, military uniforms, firefighter turnout gear, emergency response vehicles, ambulances, helicopters, airplanes, boats, ships, submarines, tanks, armoured personnel carriers, trucks, cars, motorcycles, bicycles, tricycles, scooters, mopeds, electric bikes, golf carts, ATVs, UTVs, snowmobiles, jet skis, watercraft, hoverboards, skateboards, roller skates, inline skates, ice skates, ski boots, snowboard bindings, wakeboard bindings, surfboard leashes, wetsuits, swimsuits, rash guards, surf wax, surfing fins, bodyboarding boards, bodysurfing flippers, boogie boards, skimboards, kneeboards, stand up paddle boards, windsurfing sails, kitesurfing kites,","                                                          ()   , , , , ,  ,  , ,  , ,   ,  ,   ,   ,    ,    ,  ,  ,  ,   ,   ,  ,  ,   ,   ,   ,  ,   ,   ,  ,   ,   ,  ,  ,   ,   , , , , , , , ,   , , , , , , , ,  ,  , , , ,  , , , ,  ,  ,  ,  ,  ,  ,  , , ,  ,  ,  ,  ,  ,  , , ,    ,  ,  ,",81.0,5.441860465116279
126,,,1.0,1.0
127,,,1.0,1.0
128,,,1.0,1.0
129,,,1.0,1.0
130,,,1.0,1.0
131,,,1.0,1.0
132,,,1.0,1.0
133,,,1.0,1.0
134,,,1.0,1.0
135,,,1.0,1.0
136,,,1.0,1.0
137,,,1.0,1.0
138,,,1.0,1.0
139,,,1.0,1.0
140,,,1.0,1.0
141,,,1.0,1.0
142,,,1.0,1.0
143,,,1.0,1.0
