PRED,PRED_cleaned
Preparationที่ใช้ถอดเครื่องสำอางและผลิตภัณฑ์ประจำขั้นตอนการแต่งหน้า เครื่องสำอางในรูปของอายแชโดว์ สเปรย์ฉีดแวววาวสำหรับใช้ในเครื่องสำอาง,ที่ใช้ถอดเครื่องสำอางและผลิตภัณฑ์ประจำขั้นตอนการแต่งหน้า เครื่องสำอางในรูปของอายแชโดว์ สเปรย์ฉีดแวววาวสำหรับใช้ในเครื่องสำอาง
Cosmeticผลิตภัณฑ์ที่ใช้ในการปฏิบัติแข็งอีกฝืน,ผลิตภัณฑ์ที่ใช้ในการปฏิบัติแข็งอีกฝืน
Cosmeticในรูปแบบของอีโซน,ในรูปแบบของอีโซน
Reเอทแอ็กต์ใช้ในการวิเคราะห์ทางชีวเคมีในการวิจัยทางวิทยาศาสตร์,เอทแอ็กต์ใช้ในการวิเคราะห์ทางชีวเคมีในการวิจัยทางวิทยาศาสตร์
Reเอทแอ็กต์ใช้ในการวิเคราะห์ทางชีวเคมีสำหรับการวินิจฉัยทางการแพทย์,เอทแอ็กต์ใช้ในการวิเคราะห์ทางชีวเคมีสำหรับการวินิจฉัยทางการแพทย์
Instrumentที่ใช้ในห้องปฏิบัติการสำหรับการวิจัยทางวิทยาศาสตร์ ซึ่อื่น ๆ โดยเฉพาะอย่างยิ่ง เครื่องตรวจจับแบบออปติคัลสำหรับการจัดลำดับข้อมูลทางพันธุกรณีและการวิเคราะห์ทางชีวเคมี,ที่ใช้ในห้องปฏิบัติการสำหรับการวิจัยทางวิทยาศาสตร์ ซึ่อื่น ๆ โดยเฉพาะอย่างยิ่ง เครื่องตรวจจับแบบออปติคัลสำหรับการจัดลำดับข้อมูลทางพันธุกรณีและการวิเคราะห์ทางชีวเคมี
อุปกรณ์ใช้ในห้องทดลองสำหรับการวินิจฉัยทางการแพทย์โดยเฉพาะตัวตรวจจับด้วยแสงสำหรับการถือขี้นซีกเทนและการวิเคราะห์ทางชีวเคมี,อุปกรณ์ใช้ในห้องทดลองสำหรับการวินิจฉัยทางการแพทย์โดยเฉพาะตัวตรวจจับด้วยแสงสำหรับการถือขี้นซีกเทนและการวิเคราะห์ทางชีวเคมี
serviceโฆษณาที่ใช้ผู้อื่นจะเป็นตัวแทนของฉัน [บริการส่งเสริมการขายและการตลาด],โฆษณาที่ใช้ผู้อื่นจะเป็นตัวแทนของฉัน [บริการส่งเสริมการขายและการตลาด]
Organize และจัดงานปาร์ตี้ของผู้ซื้อขาย งานอีเวนต์ และงานนิทรรศการเพื่อการโฆษณาชวนใจและการค้า, และจัดงานปาร์ตี้ของผู้ซื้อขาย งานอีเวนต์ และงานนิทรรศการเพื่อการโฆษณาชวนใจและการค้า
Organisatie en uitvoering van evenementen voor promotionele doelen,       
serviceจัดซื้อของผู้อื่น (การซื้อสินค้าและบริการให้ธุรกิจอื่น ๆ),จัดซื้อของผู้อื่น (การซื้อสินค้าและบริการให้ธุรกิจอื่น ๆ)
serviceที่ปรึกษาในการจัดการทรัพยากรบุคคล,ที่ปรึกษาในการจัดการทรัพยากรบุคคล
"service จัดแต่งประตูที่โชว์ของร้านค้าให้อยู่ในลักษณะที่ถูกต้องและสวยงาม
</p>"," จัดแต่งประตูที่โชว์ของร้านค้าให้อยู่ในลักษณะที่ถูกต้องและสวยงาม
"
Demonสต์ผลิตภัณฑ์เพื่อโปรโมชั่นและการโฆษณา,สต์ผลิตภัณฑ์เพื่อโปรโมชั่นและการโฆษณา
Organize งานแสดงสินค้าที่ใช้เพื่อการค้าโดยตรง, งานแสดงสินค้าที่ใช้เพื่อการค้าโดยตรง
"Organisation, โปรโมชั่นและจัดงานต่างๆ ที่ประชุมและงานแสดงสินค้าในเชิงพาณิชย์และการโฆษณา",", โปรโมชั่นและจัดงานต่างๆ ที่ประชุมและงานแสดงสินค้าในเชิงพาณิชย์และการโฆษณา"
table ตรวจที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับใช้ทางการแพทย์, ตรวจที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับใช้ทางการแพทย์
table ตรวจที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับใช้ในทางทันตกรณ์, ตรวจที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับใช้ในทางทันตกรณ์
đèn phòng khám chuyên dụng cho ngành y tế,        
Eตาร์แพทช์ประจำใช้โดยผู้อื่น <en> เข็มฉีดยาที่ถูกซื้อมาเอง,ตาร์แพทช์ประจำใช้โดยผู้อื่น  เข็มฉีดยาที่ถูกซื้อมาเอง
ที่นอนประจำโรงพยาบาลแบบใช้ฉีดลมของผู้ป่วยตามส่วนต่างๆซึ่งสูญเสียอากาศน้อย,ที่นอนประจำโรงพยาบาลแบบใช้ฉีดลมของผู้ป่วยตามส่วนต่างๆซึ่งสูญเสียอากาศน้อย
Basic structures used by waters beds that have been modified as products designed medically <en>  BASIS FOR Water Beds That Are Adjustable For Medical Purposes,                         
Bed hydrostatics [eau] ใช้ทางการแพทย์,  [] ใช้ทางการแพทย์
หมอนใช้ตีนผึ้งที่ใช้ในทางการแพทย์,หมอนใช้ตีนผึ้งที่ใช้ในทางการแพทย์
Matrix® Alternative Pressure Mattress - Medifoam™ Core Technology | Foam,    -     
ที่อุ่นตะแกงใช้ในการรักษาพยาบาล,ที่อุ่นตะแกงใช้ในการรักษาพยาบาล
หมอนป้องกันโพรงที่ใช้ตามแผนของการแพทย์,หมอนป้องกันโพรงที่ใช้ตามแผนของการแพทย์
Screen ป้องกันที่ใช้ตอนถูกฉีดแผงซึ่งจะป้องกันขณะโพสต์ภาพเอ็กซ์เรย์ [ใช้ในทางการแพทย์], ป้องกันที่ใช้ตอนถูกฉีดแผงซึ่งจะป้องกันขณะโพสต์ภาพเอ็กซ์เรย์ [ใช้ในทางการแพทย์]
โครงสร้างป้องกันจากแผ่นดีดอาร์เรชัน [ใช้ทางการแพทย์],โครงสร้างป้องกันจากแผ่นดีดอาร์เรชัน [ใช้ทางการแพทย์]
Eตู้อาร์มแชร์ที่ผลิตขึ้นโดยเฉพาะสำหรับใช้ปฏิบัติการศัลยกรรม,ตู้อาร์มแชร์ที่ผลิตขึ้นโดยเฉพาะสำหรับใช้ปฏิบัติการศัลยกรรม
Eกระโปรงที่ผลิตขึ้นพิเศษสำหรับใช้ทางการแพทย์,กระโปรงที่ผลิตขึ้นพิเศษสำหรับใช้ทางการแพทย์
Eตู้อาร์มแชร์ที่ผลิตขึ้นโดยเฉพาะสำหรับใช้ปฏิบัติทางทันตกรณ์,ตู้อาร์มแชร์ที่ผลิตขึ้นโดยเฉพาะสำหรับใช้ปฏิบัติทางทันตกรณ์
Beddingที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับใช้โดยผู้ป่วยแผลไหม้,ที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับใช้โดยผู้ป่วยแผลไหม้
ที่นอนพิเศษสำหรับใช้ประจำโรงพยาบาลและผู้ป่วยต่างๆ,ที่นอนพิเศษสำหรับใช้ประจำโรงพยาบาลและผู้ป่วยต่างๆ
ชุดตู้ที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับใช้ในศัลยกรรม,ชุดตู้ที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับใช้ในศัลยกรรม
ชุดตู้ที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับใช้ในทางทันตกรณ์,ชุดตู้ที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับใช้ในทางทันตกรณ์
đặc biệt làm cho ghế y tế,      
carriagesของพยาบาลที่ประดิษฐ์ขึ้นใช้ใส่ยารักษาโรคแจกผู้ป่วย,ของพยาบาลที่ประดิษฐ์ขึ้นใช้ใส่ยารักษาโรคแจกผู้ป่วย
sheet ที่ผ่านการฆ่าเชื้อและใช้ต่อผู้ป่วยขณะศัลยกรรม, ที่ผ่านการฆ่าเชื้อและใช้ต่อผู้ป่วยขณะศัลยกรรม
ที่นอนพื้นประกอบช่วงตึงแข็งในการป้องกันผื่นจากการกดทับ,ที่นอนพื้นประกอบช่วงตึงแข็งในการป้องกันผื่นจากการกดทับ
Tablets used during patient treatments</p>,    
Tabletsที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับการตรวจแพทย์,ที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับการตรวจแพทย์
sheetที่ผลิตจากยางสำหรับอาร์แพ็กซ์,ที่ผลิตจากยางสำหรับอาร์แพ็กซ์
mattresses used on wheelchairs carrying patients at hospitals,       
ชุดตกแต่งที่ประดิษฐ์ขึ้นโดยใช้เพื่อจุดประสงค์ในการรักษาทางการแพทย์,ชุดตกแต่งที่ประดิษฐ์ขึ้นโดยใช้เพื่อจุดประสงค์ในการรักษาทางการแพทย์
Coverallsที่ใช้ตอนผู้ป่วยเพื่อทำให้แข็งแรงขึ้น,ที่ใช้ตอนผู้ป่วยเพื่อทำให้แข็งแรงขึ้น
Coverallsที่ใช้แพทย์สำหรับอุ่นผู้ป่วย,ที่ใช้แพทย์สำหรับอุ่นผู้ป่วย
Furnituresที่ใช้ตรวจภาพโปรงผู้ป่วยแบบสอดของเข้าไปในร่างกายด้วยการถ่ายภาพด้วยกล้องจุลทรรศน์,ที่ใช้ตรวจภาพโปรงผู้ป่วยแบบสอดของเข้าไปในร่างกายด้วยการถ่ายภาพด้วยกล้องจุลทรรศน์
ตะแกรงผู้ป่วยในชนิดของเปลหาม,ตะแกรงผู้ป่วยในชนิดของเปลหาม
đai giữ cho bệnh nhân trên thiết kê xe lăn,         
pillow contouring used by patient while lying down inside a bed that has been modified into suitable dimensions according their needs,                    
Sling ที่ใช้ตะขอแผงปูพื้นสำหรับยกผู้ป่วย, ที่ใช้ตะขอแผงปูพื้นสำหรับยกผู้ป่วย
sheet ที่ใช้ตอนฉีกขาดปัสสาวะสำหรับผู้ทารก, ที่ใช้ตอนฉีกขาดปัสสาวะสำหรับผู้ทารก
sheet ที่ใช้ตอนฉี่ผู้ป่วยโรคภูมิแพ้, ที่ใช้ตอนฉี่ผู้ป่วยโรคภูมิแพ้
bed hybrid ที่ใช้แผงข้อต่อปีกนูนเพื่อถึงจะเป็นเตียงน้ำซึ่งมีฝาครองด้านนุ่ม [สำหรับการใช้ทางการแพทย์],  ที่ใช้แผงข้อต่อปีกนูนเพื่อถึงจะเป็นเตียงน้ำซึ่งมีฝาครองด้านนุ่ม [สำหรับการใช้ทางการแพทย์]
แผ่นรองใช้ทางการแพทย์สำหรับตอขีปโต๊ะที่จะถือทารกขณะอาบน้ำ,แผ่นรองใช้ทางการแพทย์สำหรับตอขีปโต๊ะที่จะถือทารกขณะอาบน้ำ
แผ่นรองที่ใช้ทางการแพทย์สำหรับตอขีปโต๊ะที่ถูกตรวจสอบ,แผ่นรองที่ใช้ทางการแพทย์สำหรับตอขีปโต๊ะที่ถูกตรวจสอบ
แผ่นโฟมใช้ทางการแพทย์ประจำตอนศีรษะของผู้ป่วย,แผ่นโฟมใช้ทางการแพทย์ประจำตอนศีรษะของผู้ป่วย
pillow (ที่ใช้ตอนงีบหลับ) ซึ่งบรรจุของปุย, (ที่ใช้ตอนงีบหลับ) ซึ่งบรรจุของปุย
ที่นอนพื้นประกอบใช้ต่อของแผงโซฟาสำหรับจัดฉีกเป็นเตียงสำหรับการนอนหลับ,ที่นอนพื้นประกอบใช้ต่อของแผงโซฟาสำหรับจัดฉีกเป็นเตียงสำหรับการนอนหลับ
ผ้าปูที่ใช้ในทางการแพทย์,ผ้าปูที่ใช้ในทางการแพทย์
แผ่นโป๊ะอากาศสำหรับทารก [ใช้ตามจุดประสงค์ทางการแพทย์],แผ่นโป๊ะอากาศสำหรับทารก [ใช้ตามจุดประสงค์ทางการแพทย์]
ที่นอนแข็งประเภทใช้พองตู้โฟมสำหรับทารก [สำหรับจุดประสงค์ทางการแพทย์],ที่นอนแข็งประเภทใช้พองตู้โฟมสำหรับทารก [สำหรับจุดประสงค์ทางการแพทย์]
Polesช่วยในการยกผู้ป่วยขึ้น,ช่วยในการยกผู้ป่วยขึ้น
2. ผ้าพันแข็งติดใช้ทางศัลยกรรม,. ผ้าพันแข็งติดใช้ทางศัลยกรรม
แผ่นโฟมที่ใช้ปูพื้นตอนจะนั่งของผู้ป่วยเพื่อการบรรเทาความรู้สึกไม่สบายจากการนั่งนาน,แผ่นโฟมที่ใช้ปูพื้นตอนจะนั่งของผู้ป่วยเพื่อการบรรเทาความรู้สึกไม่สบายจากการนั่งนาน
Pads ที่พองตัวและปรับรูปร่างให้ผู้ป่วยอยู่สบาย, ที่พองตัวและปรับรูปร่างให้ผู้ป่วยอยู่สบาย
Belowers แบบโค้งที่ใช้ตอนผู้ป่วยนั่งบนเก้าอี้ [ซึ่งถูกดัดแปลงขึ้นเพื่อจะใช้ในทางการแพทย์], แบบโค้งที่ใช้ตอนผู้ป่วยนั่งบนเก้าอี้ [ซึ่งถูกดัดแปลงขึ้นเพื่อจะใช้ในทางการแพทย์]
Below sheets/pads used medically as a source area that supplies heat energy by means such electric currents <en>  Electric blanket paddings intended primarily but also occasionally suitable fro nonmedicai purposes - these products may be bought at pharmacies, /                              -       
แผ่นปลอดภัยจากแรงดันและเบาะรองนั่งที่ชาร์จดีขึ้น,แผ่นปลอดภัยจากแรงดันและเบาะรองนั่งที่ชาร์จดีขึ้น
base bed ที่ใช้ตอซึงของเตียงโดยเฉพาะอย่างยิ่งผลิตขึ้นเพื่อจุดประสงค์ทางการแพทย์,  ที่ใช้ตอซึงของเตียงโดยเฉพาะอย่างยิ่งผลิตขึ้นเพื่อจุดประสงค์ทางการแพทย์
BATHS ที่ใช้ขึ้นและลงอีกฝั่งหนึ่งโดยผู้พิการ (ตัวถือประจำตัว) สำหรับช่วยเหลือ, ที่ใช้ขึ้นและลงอีกฝั่งหนึ่งโดยผู้พิการ (ตัวถือประจำตัว) สำหรับช่วยเหลือ
Hydrotherapy baths ที่ช่วยผู้พิการออกจากโซฟาแข็งตัว,  ที่ช่วยผู้พิการออกจากโซฟาแข็งตัว
ที่นอนพองขึ้นใช้ตามจุดประสงค์ทางศัลยกรรมกระดูกและข้อ,ที่นอนพองขึ้นใช้ตามจุดประสงค์ทางศัลยกรรมกระดูกและข้อ
อุปกรณ์ใช้พลิกผู้ป่วย,อุปกรณ์ใช้พลิกผู้ป่วย
Dispositifs de rembourrage à usage médicochirugique,     
machine ปีนขึ้นบันไดที่ใช้สำหรับการบำบัดทางการแพทย์, ปีนขึ้นบันไดที่ใช้สำหรับการบำบัดทางการแพทย์
Machine ออกกำลังกายที่ใช้ตามจุดประสงค์ของการบำบัดโรค, ออกกำลังกายที่ใช้ตามจุดประสงค์ของการบำบัดโรค
Echocardiographs ultrasoundแผงตรวจอื่นที่ใช้โซนาร์เพื่อประเมินของภูมิภาคหัวใจ, แผงตรวจอื่นที่ใช้โซนาร์เพื่อประเมินของภูมิภาคหัวใจ
Containerที่ปล่อยความร้อนสำหรับบรรเทาอาการปวดกล้ามเนื้อ,ที่ปล่อยความร้อนสำหรับบรรเทาอาการปวดกล้ามเนื้อ
Containerที่ปล่อยความร้อนใช้บรรเทาอาการปวดต่อผู้ป่วยโรคหู,ที่ปล่อยความร้อนใช้บรรเทาอาการปวดต่อผู้ป่วยโรคหู
Lampparaları tibbi kullanım için,   
อะแพตซ์ที่ใช้ฝึกของผู้ปฏิบัติโภชนาการเพื่อการบำบัดทางการแพทย์,อะแพตซ์ที่ใช้ฝึกของผู้ปฏิบัติโภชนาการเพื่อการบำบัดทางการแพทย์
อุปกรณ์ฝึกซ้อมที่ใช้ตามจุดประสงค์ของการฟื้นฟูสภาพและผลกระทบทางการแพทย์,อุปกรณ์ฝึกซ้อมที่ใช้ตามจุดประสงค์ของการฟื้นฟูสภาพและผลกระทบทางการแพทย์
อุปกรณ์ฝึกแขนที่ใช้ตามจะพื้นฐานทางการบำบัดโรค,อุปกรณ์ฝึกแขนที่ใช้ตามจะพื้นฐานทางการบำบัดโรค
แผ่นที่อุ่นตัวประเภทโซฟา [แพ็ด] ชนิดไม่ใช้ไฟฟ้าสำหรับจุดประสงค์ทางการแพทย์,แผ่นที่อุ่นตัวประเภทโซฟา [แพ็ด] ชนิดไม่ใช้ไฟฟ้าสำหรับจุดประสงค์ทางการแพทย์
แผ่นที่อุ่นตัวประจำใช้โซ่ไฟฟ้าสำหรับการใช้งานทางการแพทย์,แผ่นที่อุ่นตัวประจำใช้โซ่ไฟฟ้าสำหรับการใช้งานทางการแพทย์
ชุดแผงทำให้อีโคร์ของตู้ปฏิบัติการสำหรับจุดประสงค์ในการบำบัด,ชุดแผงทำให้อีโคร์ของตู้ปฏิบัติการสำหรับจุดประสงค์ในการบำบัด
Laufbänder für die medizinische Verwendung zur Physiotherapieübun,      
Apparatทางการแพทย์สำหรับปลูกฝีมือของช่องโซมเต็มให้แข็งแรงขึ้น,ทางการแพทย์สำหรับปลูกฝีมือของช่องโซมเต็มให้แข็งแรงขึ้น
