PRED,PRED_cleaned
ผ้าที่ซึมฝอยแช่ในโลชั่นเพื่อประจำการณ์,ผ้าที่ซึมฝอยแช่ในโลชั่นเพื่อประจำการณ์
ผลิตภัณฑ์ที่ใช้ดัดงอของผม,ผลิตภัณฑ์ที่ใช้ดัดงอของผม
ผลิตภัณฑ์เพื่อทำขนตาปลูกให้งอยู่ตามธรรมชาติ,ผลิตภัณฑ์เพื่อทำขนตาปลูกให้งอยู่ตามธรรมชาติ
อัญมณีที่ใช้ขจัดและขัดผิว,อัญมณีที่ใช้ขจัดและขัดผิว
กลีบกุหลาบแห้ง [น้ำหอมและปาร์ฟูม],กลีบกุหลาบแห้ง [น้ำหอมและปาร์ฟูม]
ผงซักฟอกขาวที่ใช้สำหรับจุดประสงค์เพื่อเครื่องสำอาง,ผงซักฟอกขาวที่ใช้สำหรับจุดประสงค์เพื่อเครื่องสำอาง
ผงซักฟอกที่ใช้ต่างจากที่ใช้ในการผลิตและประโยชน์ทางการแพทย์,ผงซักฟอกที่ใช้ต่างจากที่ใช้ในการผลิตและประโยชน์ทางการแพทย์
สติ๊กเกอร์ตกแต่งที่ใช้สำหรับจุดประสงค์ด้านเครื่องสำอาง,สติ๊กเกอร์ตกแต่งที่ใช้สำหรับจุดประสงค์ด้านเครื่องสำอาง
สติ๊กเกอร์ตกแต่งเล็บ,สติ๊กเกอร์ตกแต่งเล็บ
ผงซักฟอกสำหรับใช้ที่บ้านและโรงงาน,ผงซักฟอกสำหรับใช้ที่บ้านและโรงงาน
เจลนวดที่ใช้สำหรับผู้ป่วยโรคตื่นตระหนก,เจลนวดที่ใช้สำหรับผู้ป่วยโรคตื่นตระหนก
น้ำใช้ล้างปากที่ไม่ใช้เพื่อจุดประสงค์ทางการแพทย์,น้ำใช้ล้างปากที่ไม่ใช้เพื่อจุดประสงค์ทางการแพทย์
คอนดิชันเซอร์ที่ไม่ใช้สำหรับจุดประสงค์ทางการแพทย์,คอนดิชันเซอร์ที่ไม่ใช้สำหรับจุดประสงค์ทางการแพทย์
สารประกอบที่ใช้แต่งกลิ่นของเครื่องดื่ม [น้ำมันหอมระเหย],สารประกอบที่ใช้แต่งกลิ่นของเครื่องดื่ม [น้ำมันหอมระเหย]
ผงซักฟอกที่ใช้ต่อต้านจุลโภคและป้องกันการติดเชื้อ,ผงซักฟอกที่ใช้ต่อต้านจุลโภคและป้องกันการติดเชื้อ
ผงซักฟอกที่ใช้สำหรับทำความสะอาดโดยปราศจากสารแพ้,ผงซักฟอกที่ใช้สำหรับทำความสะอาดโดยปราศจากสารแพ้
ผงซักฟอกของใช้ในบ้าน,ผงซักฟอกของใช้ในบ้าน
ผงซักฟอกที่ใช้สำหรับตัวบุคคล,ผงซักฟอกที่ใช้สำหรับตัวบุคคล
ของเหลวชะลอต์ที่ใช้สำหรับล้างปากโดยไม่มีจุดประสงค์ทางการแพทย์ ซึ่งใช้สำหรับขัดผิวฟันและขัดถูส่วนปลอกฟัน,ของเหลวชะลอต์ที่ใช้สำหรับล้างปากโดยไม่มีจุดประสงค์ทางการแพทย์ ซึ่งใช้สำหรับขัดผิวฟันและขัดถูส่วนปลอกฟัน
ครีมทาหน้า (ประเภทไม่ใช่ยารักษาโรค) ครีมเพื่อผิวกาย และของเหลวซึ่งใช้สูบฉีดเจลที่ติดตั้งบนถุงยาง,ครีมทาหน้า (ประเภทไม่ใช่ยารักษาโรค) ครีมเพื่อผิวกาย และของเหลวซึ่งใช้สูบฉีดเจลที่ติดตั้งบนถุงยาง
โลชั่นทำความสะอาดผิว โลชั่นขจัดเซลล์ตายและให้ความชุ่มฉ่ำผิว โลชั่นอาบน้ำ โลชั่นปรับสีผิว โลชั่นป้องกันริ้วรอย โลชั่นบำรุงผิว โลชั่นบำรุงมือ โลชั่นถอนขน,โลชั่นทำความสะอาดผิว โลชั่นขจัดเซลล์ตายและให้ความชุ่มฉ่ำผิว โลชั่นอาบน้ำ โลชั่นปรับสีผิว โลชั่นป้องกันริ้วรอย โลชั่นบำรุงผิว โลชั่นบำรุงมือ โลชั่นถอนขน
ผงที่ใช้ตอนทำสีผม ครีมกันแดด ครีมปฏิบัติการ์ณ์ที่ไม่ใช่ยา ครีมเพื่อการแต่งหน้า ครีมป้องกันแสงแดด ครีมให้ความชุ่มฉ่ำ ครีมขจัดขน,ผงที่ใช้ตอนทำสีผม ครีมกันแดด ครีมปฏิบัติการ์ณ์ที่ไม่ใช่ยา ครีมเพื่อการแต่งหน้า ครีมป้องกันแสงแดด ครีมให้ความชุ่มฉ่ำ ครีมขจัดขน
ผ้าที่ชุบและฉีดพ่นโลชั่นให้ความชื้น,ผ้าที่ชุบและฉีดพ่นโลชั่นให้ความชื้น
ผลิตภัณฑ์ที่ใช้ถอดเครื่องสำอางและแต่งหน้า เฉพาะจูงใจของเครื่องสำอางในรูปแบบอายแชโดว์ สเปรย์กลิตเตอร์สำหรับใช้ในเครื่องสำอาง,ผลิตภัณฑ์ที่ใช้ถอดเครื่องสำอางและแต่งหน้า เฉพาะจูงใจของเครื่องสำอางในรูปแบบอายแชโดว์ สเปรย์กลิตเตอร์สำหรับใช้ในเครื่องสำอาง
ผลิตภัณฑ์เพื่อใช้ทำลายริ้วรอย,ผลิตภัณฑ์เพื่อใช้ทำลายริ้วรอย
ผลิตภัณฑ์เครื่องสำอางในชนิดของแป้งทาแก้ม,ผลิตภัณฑ์เครื่องสำอางในชนิดของแป้งทาแก้ม
ตัวอย่าง: วัตถุที่ใช้ในการปฏิบัติการ์ณ์ของผู้จัดจำหน่ายไฟฟ้าหลัก (สายไฟ สายเคเบิล),ตัวอย่าง: วัตถุที่ใช้ในการปฏิบัติการ์ณ์ของผู้จัดจำหน่ายไฟฟ้าหลัก (สายไฟ สายเคเบิล)
"ตัวอย่าง:
อะแพทช์สำหรับใช้ในการวิจัยทางชีวภาพของผู้ป่วยโรคซึ่งถือว่าเป็น ""การศึกษาที่มีวัตถุประสงค์เฉพาะ""","ตัวอย่าง:
อะแพทช์สำหรับใช้ในการวิจัยทางชีวภาพของผู้ป่วยโรคซึ่งถือว่าเป็น ""การศึกษาที่มีวัตถุประสงค์เฉพาะ"""
อุปกรณ์ใช้ในห้องปฏิบัติการที่ใช้ในงานวิจัยทางวิทยาศาสตร์ โดยเฉพาะอย่างยิ่งเซ็นเซอร์แสงสำหรับการถือขี้นและการวิเคราะห์ทางชีวเคมี,อุปกรณ์ใช้ในห้องปฏิบัติการที่ใช้ในงานวิจัยทางวิทยาศาสตร์ โดยเฉพาะอย่างยิ่งเซ็นเซอร์แสงสำหรับการถือขี้นและการวิเคราะห์ทางชีวเคมี
อุปกรณ์และเครื่องมือใช้ทางการผ่าตัด การแพทย์ ทันตกรรม และสัตวแพทยศาสตร์; ขาหลอม ตาและฟันปลอม; เครื่องจักรออรโธปิดิกส์; วัสดุเย็บแซม; อุปกรณ์บำบัดและช่วยเหลือที่ปรับให้เหมาะกับผู้พิการ; อุปกรณ์นวด; อุปกรณ์ เครื่องมือและสิ่งของสำหรับการดูแลทารก,อุปกรณ์และเครื่องมือใช้ทางการผ่าตัด การแพทย์ ทันตกรรม และสัตวแพทยศาสตร์; ขาหลอม ตาและฟันปลอม; เครื่องจักรออรโธปิดิกส์; วัสดุเย็บแซม; อุปกรณ์บำบัดและช่วยเหลือที่ปรับให้เหมาะกับผู้พิการ; อุปกรณ์นวด; อุปกรณ์ เครื่องมือและสิ่งของสำหรับการดูแลทารก
โฆษณา; การจัดการธุรกิจ องค์กรและการบริหาร; งานที่ต้องใช้สำนักงาน,โฆษณา; การจัดการธุรกิจ องค์กรและการบริหาร; งานที่ต้องใช้สำนักงาน
จัดและดำเนินงานในงานอีเวนต์ งานแสดงสินค้า และงานประชุมที่เพื่อการโฆษณาและการค้า,จัดและดำเนินงานในงานอีเวนต์ งานแสดงสินค้า และงานประชุมที่เพื่อการโฆษณาและการค้า
การจัดและดำเนินกิจกรรมต่างๆ เพื่อการโปรโมทและโฆษณา,การจัดและดำเนินกิจกรรมต่างๆ เพื่อการโปรโมทและโฆษณา
บริการจัดซื้อของผู้อื่น (การซื้อสินค้าและบริการให้ธุรกิจอื่น ๆ),บริการจัดซื้อของผู้อื่น (การซื้อสินค้าและบริการให้ธุรกิจอื่น ๆ)
บริการให้คำปรึกษาที่เกี่ยวข้องกับการจัดการฝีมือแรงงาน,บริการให้คำปรึกษาที่เกี่ยวข้องกับการจัดการฝีมือแรงงาน
บริการจัดแต่งประตูที่ร้าน,บริการจัดแต่งประตูที่ร้าน
การแสดงผลิตภัณฑ์เพื่อการโปรโมทและการโฆษณา,การแสดงผลิตภัณฑ์เพื่อการโปรโมทและการโฆษณา
การจัดงานแสดงสินค้าเพื่อการค้าในทางธุรกิจ,การจัดงานแสดงสินค้าเพื่อการค้าในทางธุรกิจ
การจัดงานอีเวนต์ การประชุมและงานแสดงสินค้าที่ใช้เพื่อการโฆษณาและการค้าของผู้อื่น,การจัดงานอีเวนต์ การประชุมและงานแสดงสินค้าที่ใช้เพื่อการโฆษณาและการค้าของผู้อื่น
โต๊ะผู้ป่วยที่ออกแบบมาพิเศษสำหรับใช้ในการตรวจสอบ,โต๊ะผู้ป่วยที่ออกแบบมาพิเศษสำหรับใช้ในการตรวจสอบ
โต๊ะผู้ป่วยที่ออกแบบมาพิเศษสำหรับใช้ในทันตกรรม,โต๊ะผู้ป่วยที่ออกแบบมาพิเศษสำหรับใช้ในทันตกรรม
โต๊ะผู้ป่วยที่ออกแบบมาพิเศษสำหรับใช้ในการตรวจสอบ,โต๊ะผู้ป่วยที่ออกแบบมาพิเศษสำหรับใช้ในการตรวจสอบ
โต๊ะผู้ป่วยที่ออกแบบมาพิเศษสำหรับใช้ในทันตกรรม,โต๊ะผู้ป่วยที่ออกแบบมาพิเศษสำหรับใช้ในทันตกรรม
ที่นอนบำบัดแบบใช้ประโยชน์จากพื้นผิวต่ำของอากาศ,ที่นอนบำบัดแบบใช้ประโยชน์จากพื้นผิวต่ำของอากาศ
ฐานของที่นอนน้ำ [ประดิษต์ขึ้นโดยใช้เพื่อการแพทย์],ฐานของที่นอนน้ำ [ประดิษต์ขึ้นโดยใช้เพื่อการแพทย์]
ที่นอนแข็งตึงใช้ในทางการแพทย์,ที่นอนแข็งตึงใช้ในทางการแพทย์
หมอนใช้ตะแปงน้ำที่ใช้ในทางการแพทย์,หมอนใช้ตะแปงน้ำที่ใช้ในทางการแพทย์
ที่นอนแรงดันสลับใช้ในทางการแพทย์,ที่นอนแรงดันสลับใช้ในทางการแพทย์
ที่นอนใช้ตื่นปฏิบัติการแพทย์,ที่นอนใช้ตื่นปฏิบัติการแพทย์
หมอนป้องกันที่ใช้ตีบข้อคอสำหรับผู้ป่วยทางการแพทย์,หมอนป้องกันที่ใช้ตีบข้อคอสำหรับผู้ป่วยทางการแพทย์
ผ้าปูที่ใช้ตอนถือแข็งแรงจะพองอากาศเฉียบโดยไม่ต้องใช้อาร์กอน [การใช้งานทางการแพทย์],ผ้าปูที่ใช้ตอนถือแข็งแรงจะพองอากาศเฉียบโดยไม่ต้องใช้อาร์กอน [การใช้งานทางการแพทย์]
โครงสร้างป้องกันแผ่นดีเซ็ตจากรังสี [สำหรับใช้ทางการแพทย์],โครงสร้างป้องกันแผ่นดีเซ็ตจากรังสี [สำหรับใช้ทางการแพทย์]
เก้าอี้แข็งที่ผลิตโดยเฉพาะสำหรับใช้ในการผ่าตัด,เก้าอี้แข็งที่ผลิตโดยเฉพาะสำหรับใช้ในการผ่าตัด
โซฟาที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับจุดประสงค์ทางการแพทย์,โซฟาที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับจุดประสงค์ทางการแพทย์
โซฟาที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับจุดประสงค์ในการทำทันตกรรม,โซฟาที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับจุดประสงค์ในการทำทันตกรรม
เตียงที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับใช้โดยผู้ป่วยแผลไหม้,เตียงที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับใช้โดยผู้ป่วยแผลไหม้
เตียงที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับจุดประสงค์ทางการแพทย์,เตียงที่ผลิตขึ้นโดยเฉพาะอย่างยิ่งสำหรับจุดประสงค์ทางการแพทย์
เฉพาะอุปกรณ์ที่ใช้สำหรับผู้พิการเท่านั้น,เฉพาะอุปกรณ์ที่ใช้สำหรับผู้พิการเท่านั้น
ชุดต่อขยายแผงโซลาร์เซลล์ที่ใช้พื้นฐานจากแถบ LED และปรึกษากับผู้เชี่ยวชาญด้านไฟฟ้า,ชุดต่อขยายแผงโซลาร์เซลล์ที่ใช้พื้นฐานจากแถบ  และปรึกษากับผู้เชี่ยวชาญด้านไฟฟ้า
เก้าอี้ที่ผลิตขึ้นโดยเฉพาะสำหรับใช้ทางการแพทย์,เก้าอี้ที่ผลิตขึ้นโดยเฉพาะสำหรับใช้ทางการแพทย์
ตู้ที่พยาบาลใช้ซึ่งประดิษฐ์ขึ้นโดยเฉพาะเพื่อจัดเก็บยารักษาและส่งผู้ป่วย,ตู้ที่พยาบาลใช้ซึ่งประดิษฐ์ขึ้นโดยเฉพาะเพื่อจัดเก็บยารักษาและส่งผู้ป่วย
ผ้าปูที่ฆ่าเชื้อให้ใช้ต่อผู้ป่วยขณะศัลยกรรม,ผ้าปูที่ฆ่าเชื้อให้ใช้ต่อผู้ป่วยขณะศัลยกรรม
ที่นอนพองต่อต้านแผลกดทับ,ที่นอนพองต่อต้านแผลกดทับ
โต๊ะที่ใช้ในการรักษาผู้ป่วย,โต๊ะที่ใช้ในการรักษาผู้ป่วย
โต๊ะที่ผลิตขึ้นพิเศษสำหรับการตรวจสอบทางการแพทย์,โต๊ะที่ผลิตขึ้นพิเศษสำหรับการตรวจสอบทางการแพทย์
แผ่นที่ปูพื้นใช้สำหรับอีกซ์,แผ่นที่ปูพื้นใช้สำหรับอีกซ์
ที่นอนสำหรับแพ็ตช์ผู้ป่วยในโรงพยาบาล,ที่นอนสำหรับแพ็ตช์ผู้ป่วยในโรงพยาบาล
เตียงที่ประณีตขึ้นโดยเฉพาะอย่างยิ่งสำหรับผู้ป่วยในช่วงรักษาพยาบาล,เตียงที่ประณีตขึ้นโดยเฉพาะอย่างยิ่งสำหรับผู้ป่วยในช่วงรักษาพยาบาล
ผ้าปูที่นอนทางการแพทย์สำหรับใช้ทำให้ผู้ป่วยเย็น,ผ้าปูที่นอนทางการแพทย์สำหรับใช้ทำให้ผู้ป่วยเย็น
ผ้าปูที่อุณหภูมิต่ำสำหรับใช้ในการทำให้ผู้ป่วยอบอุ่น,ผ้าปูที่อุณหภูมิต่ำสำหรับใช้ในการทำให้ผู้ป่วยอบอุ่น
ชุดอุปกรณ์ตรวจสอบภาพแบบใส่ท่อสำหรับผู้ป่วย,ชุดอุปกรณ์ตรวจสอบภาพแบบใส่ท่อสำหรับผู้ป่วย
ผู้ป่วยที่อยู่ในชีวภาพของเตียงโซฟา,ผู้ป่วยที่อยู่ในชีวภาพของเตียงโซฟา
เข็มขัดป้องกันที่ใช้จับผู้ป่วยบนเตียงแพ,เข็มขัดป้องกันที่ใช้จับผู้ป่วยบนเตียงแพ
เบาะโค้งตัวใช้สำหรับผู้ป่วยขณะอยู่บนเตียง [ซึ่งถูกดัดแปลงมาเพื่อจุดประสงค์ทางการแพทย์],เบาะโค้งตัวใช้สำหรับผู้ป่วยขณะอยู่บนเตียง [ซึ่งถูกดัดแปลงมาเพื่อจุดประสงค์ทางการแพทย์]
สลิงสำหรับผู้ป่วยที่ต้องใช้โฮอิสต์ยกของ,สลิงสำหรับผู้ป่วยที่ต้องใช้โฮอิสต์ยกของ
ผ้าปูที่ใช้สำหรับอีแพ็ตของทารก,ผ้าปูที่ใช้สำหรับอีแพ็ตของทารก
ผ้าปูที่นอนใช้ตะกังแข็งสำหรับทารก,ผ้าปูที่นอนใช้ตะกังแข็งสำหรับทารก
ที่นอนแบบผสมผสานซึ่งประกอบด้วยชั้นของโฟมนุ่มและพื้นผิวใต้น้ำ [สำหรับการใช้งานทางการแพทย์],ที่นอนแบบผสมผสานซึ่งประกอบด้วยชั้นของโฟมนุ่มและพื้นผิวใต้น้ำ [สำหรับการใช้งานทางการแพทย์]
เบาะใช้ทางการแพทย์สำหรับตอนอาบน้ำเด็ก,เบาะใช้ทางการแพทย์สำหรับตอนอาบน้ำเด็ก
เบาะโฟมที่ใช้ตอนตรวจสภาพของทารก,เบาะโฟมที่ใช้ตอนตรวจสภาพของทารก
เบาะใช้ทางการแพทย์ซึ่งปรับตัวเองให้รองรับใบหน้า,เบาะใช้ทางการแพทย์ซึ่งปรับตัวเองให้รองรับใบหน้า
หมอนที่บรรจุขนปุย,หมอนที่บรรจุขนปุย
ที่นอนพองใช้สำหรับตัวแปรงโฟมในการผูกขี้เถ้าเจือจางก๊าซธรรมชาติเป็นเชื้อเพลิงสำหรับการผลิตไฟฟ้า,ที่นอนพองใช้สำหรับตัวแปรงโฟมในการผูกขี้เถ้าเจือจางก๊าซธรรมชาติเป็นเชื้อเพลิงสำหรับการผลิตไฟฟ้า
ผ้าปูที่ใช้ในทางการแพทย์,ผ้าปูที่ใช้ในทางการแพทย์
หมอนลมสำหรับทารก [ใช้ตามจุดประสงค์ทางการแพทย์],หมอนลมสำหรับทารก [ใช้ตามจุดประสงค์ทางการแพทย์]
ที่นอนลมสำหรับทารก [ใช้ตามจุดประสงค์ทางการแพทย์],ที่นอนลมสำหรับทารก [ใช้ตามจุดประสงค์ทางการแพทย์]
แทงตะขอช่วยในการยกผู้ป่วย,แทงตะขอช่วยในการยกผู้ป่วย
ผ้าปูพื้นใช้ในศัลยกรรมแบบติด,ผ้าปูพื้นใช้ในศัลยกรรมแบบติด
เบาะอาร์โตซีทแพ็ดใช้ประจำงานทางการแพทย์,เบาะอาร์โตซีทแพ็ดใช้ประจำงานทางการแพทย์
แผ่นโปรงอัตราเพื่อใช้ในที่นอน,แผ่นโปรงอัตราเพื่อใช้ในที่นอน
เบาะโค้งตอนใช้ที่นั่งผู้ป่วย [ซึ่งถือว่าเหมาะสมและพร้อมใช้จองในทางการแพทย์],เบาะโค้งตอนใช้ที่นั่งผู้ป่วย [ซึ่งถือว่าเหมาะสมและพร้อมใช้จองในทางการแพทย์]
ผ้าปูที่นอนไฟฟ้า [เตียง] สำหรับใช้ทางการแพทย์,ผ้าปูที่นอนไฟฟ้า [เตียง] สำหรับใช้ทางการแพทย์
แผ่นปล่อยแรงดันและเบาะ,แผ่นปล่อยแรงดันและเบาะ
ฐานที่นอนโปรแกรมพิเศษสำหรับใช้ต่อการนอนหลับของผู้ป่วย,ฐานที่นอนโปรแกรมพิเศษสำหรับใช้ต่อการนอนหลับของผู้ป่วย
อ่างอาบน้ำ (ที่แข็งแรงช่วยผู้พิการเข้าใช้ -),อ่างอาบน้ำ (ที่แข็งแรงช่วยผู้พิการเข้าใช้ -)
อ่างอาบน้ำ (ที่ชูตัวผู้พิการขึ้นจากอ่างอาบน้ำ),อ่างอาบน้ำ (ที่ชูตัวผู้พิการขึ้นจากอ่างอาบน้ำ)
ที่นอนพองใช้สำหรับจัดตำแหน่งข้อต่อ,ที่นอนพองใช้สำหรับจัดตำแหน่งข้อต่อ
อุปกรณ์ใช้พลิกผู้ป่วย,อุปกรณ์ใช้พลิกผู้ป่วย
อุปกรณ์ช่วงตึกแข็งสำหรับใช้ทางการแพทย์,อุปกรณ์ช่วงตึกแข็งสำหรับใช้ทางการแพทย์
เครื่องปีนขึ้นบันไดที่ใช้สำหรับการบำบัดทางการแพทย์,เครื่องปีนขึ้นบันไดที่ใช้สำหรับการบำบัดทางการแพทย์
อุปกรณ์ฝึกซ้อมที่ใช้เพื่อจุดประสงค์ในการบำบัด,อุปกรณ์ฝึกซ้อมที่ใช้เพื่อจุดประสงค์ในการบำบัด
อะแพตชูลท์รีดังก้องของผู้ปฏิบัติการในการถือกระจก,อะแพตชูลท์รีดังก้องของผู้ปฏิบัติการในการถือกระจก
ภาชนะที่ปล่อยความร้อนเพื่อบรรเทาอาการปวดกล้าม,ภาชนะที่ปล่อยความร้อนเพื่อบรรเทาอาการปวดกล้าม
ภาชนะที่ปล่อยความร้อนเพื่อบรรเทาอาการปวดในหู,ภาชนะที่ปล่อยความร้อนเพื่อบรรเทาอาการปวดในหู
โคมไฟที่ใช้แผงอีพ็อกซี่เป็นตัวฉายแสง,โคมไฟที่ใช้แผงอีพ็อกซี่เป็นตัวฉายแสง
อุปกรณ์ฝึกซ้อมและขยายตัวใช้ในการบำบัดทางการแพทย์,อุปกรณ์ฝึกซ้อมและขยายตัวใช้ในการบำบัดทางการแพทย์
