PRED,PRED_cleaned
Output: ผลิตภัณฑ์เพื่อการทำความสะอาดหรือแต่งกลิ่นบริเวณจุดซ่อนเร้น, ผลิตภัณฑ์เพื่อการทำความสะอาดหรือแต่งกลิ่นบริเวณจุดซ่อนเร้น
Output: สารเตรียมชนิดให้ความแข็งแก่เนื้อผ้า, สารเตรียมชนิดให้ความแข็งแก่เนื้อผ้า
Output: ส่วนผสมเพื่อเพิ่มความเงางามให้กับใบพืช, ส่วนผสมเพื่อเพิ่มความเงางามให้กับใบพืช
Output: ตัวทำความสะอาดคราบไขมัน ยกเว้นสำหรับอุตสาหกรรมการผลิต, ตัวทำความสะอาดคราบไขมัน ยกเว้นสำหรับอุตสาหกรรมการผลิต
Output: น้ำมันสำหรับการบำรุงรักษาห้องน้ำ, น้ำมันสำหรับการบำรุงรักษาห้องน้ำ
Output: กาวติดขนตาปลอม, กาวติดขนตาปลอม
Output: ผ้าเช็ดชำระเครื่องสำอางที่ซึมด้วยสารปรุงแต่ง, ผ้าเช็ดชำระเครื่องสำอางที่ซึมด้วยสารปรุงแต่ง
"Output: ผ้าเช็ดทำความสะอาดแบบใช้แล้วทิ้ง ชุ่มผ้าด้วยโลชั่นบำรุงผิว
", ผ้าเช็ดทำความสะอาดแบบใช้แล้วทิ้ง ชุ่มผ้าด้วยโลชั่นบำรุงผิว
Output: สารเตรียมสำหรับการทำผมดัด, สารเตรียมสำหรับการทำผมดัด
Output: เครื่องสำอางสำหรับการติดขนตาปลอม, เครื่องสำอางสำหรับการติดขนตาปลอม
Output: หินขัดและขัดเงา, หินขัดและขัดเงา
"Output: กลีบกุหลาบบแห้ง [น้ำหอมและเครื่องปรุงน้ำหอม]
", กลีบกุหลาบบแห้ง [น้ำหอมและเครื่องปรุงน้ำหอม]
Output: น้ำยาฟอกสีเพื่อใช้ในผลิตภัณฑ์เครื่องสำอาง, น้ำยาฟอกสีเพื่อใช้ในผลิตภัณฑ์เครื่องสำอาง
Output: สบู่ดูดสิ่งสกปรก ยกเว้นสบู่ที่ใช้ในการผลิตและการแพทย์, สบู่ดูดสิ่งสกปรก ยกเว้นสบู่ที่ใช้ในการผลิตและการแพทย์
Output: สติ๊กเกอร์ตกแต่งเพื่อวัตถุประสงค์ด้านเครื่องสำอาง, สติ๊กเกอร์ตกแต่งเพื่อวัตถุประสงค์ด้านเครื่องสำอาง
,
Output: สเปรย์ดับกลิ่นกายสำหรับผู้คนหรือสัตว์เลี้ยง, สเปรย์ดับกลิ่นกายสำหรับผู้คนหรือสัตว์เลี้ยง
Output: เจลนวดเพื่อวัตถุประสงค์ที่ไม่ใช่ทางการแพทย์, เจลนวดเพื่อวัตถุประสงค์ที่ไม่ใช่ทางการแพทย์
Output: น้ำสำหรับดับปาก ไม่ใช่เพื่อทางการแพทย์, น้ำสำหรับดับปาก ไม่ใช่เพื่อทางการแพทย์
Output: ครีมนวดผม ยกเว้นผลิตภัณฑ์เพื่อการแพทย์, ครีมนวดผม ยกเว้นผลิตภัณฑ์เพื่อการแพทย์
"Output: สารแต่งกลิ่นรสสำหรับเครื่องดื่ม [น้ำมันหอมระเหย]
", สารแต่งกลิ่นรสสำหรับเครื่องดื่ม [น้ำมันหอมระเหย]
Output: สารหดรั้งผิวเพื่อใช้ในเครื่องสำอาง, สารหดรั้งผิวเพื่อใช้ในเครื่องสำอาง
Output: ผลิตภัณฑ์ทำความสะอาด ครีม ไม่ใช่เพื่อการแพทย์, ผลิตภัณฑ์ทำความสะอาด ครีม ไม่ใช่เพื่อการแพทย์
"Output: ผลิตภัณฑ์ทำความสะอาดรองเท้า / ผลิตภัณฑ์ทำความสะอาดเพื่อการใช้งานทั่วไปในบ้าน
", ผลิตภัณฑ์ทำความสะอาดรองเท้า / ผลิตภัณฑ์ทำความสะอาดเพื่อการใช้งานทั่วไปในบ้าน
Output: สารทำความสะอาดสำหรับการใช้งานส่วนตัว, สารทำความสะอาดสำหรับการใช้งานส่วนตัว
Output: น้ำสําหรับดับฟัน ไม่ใช่เพื่อทางการแพทย์ ขัดเงา ฟน และทันตภัณฑ์, น้ำสําหรับดับฟัน ไม่ใช่เพื่อทางการแพทย์ ขัดเงา ฟน และทันตภัณฑ์
"ผิวหน้าครีม (ชนิดไม่เป็นยา), ครีมบำรุงผิวกายเพื่อความงาม, ยาสีฟันและผลิตภัณฑ์ทำความสะอาดฟันปลอม
","ผิวหน้าครีม (ชนิดไม่เป็นยา), ครีมบำรุงผิวกายเพื่อความงาม, ยาสีฟันและผลิตภัณฑ์ทำความสะอาดฟันปลอม"
ผลิตภัณฑ์ทำความสะอาดผิวหน้า ครีมขัดผิว ครีมอาบน้ำ ครีมอโรมาเธอราพี ครีมปรับสีผิว ครีมลดริ้วรอย ครีมบำรุงผิว ครีมบำรุงมือ ครีมกำจัดขน,ผลิตภัณฑ์ทำความสะอาดผิวหน้า ครีมขัดผิว ครีมอาบน้ำ ครีมอโรมาเธอราพี ครีมปรับสีผิว ครีมลดริ้วรอย ครีมบำรุงผิว ครีมบำรุงมือ ครีมกำจัดขน
Output: สีย้อมผม ครีมกันแดด ครีมบำรุงผิวหน้า ครีมแต่งหน้า ครีมปกป้องผิว ครีมให้ความชุ่มชื้น ครีมกำจัดขน ครีมสำหรับกลางวัน, สีย้อมผม ครีมกันแดด ครีมบำรุงผิวหน้า ครีมแต่งหน้า ครีมปกป้องผิว ครีมให้ความชุ่มชื้น ครีมกำจัดขน ครีมสำหรับกลางวัน
Output: ผ้าเช็ดมือที่ซึมด้วยโลชั่นบำรุงผิว, ผ้าเช็ดมือที่ซึมด้วยโลชั่นบำรุงผิว
"การเตรียมผลิตภัณฑ์เพื่อเช็ดเครื่องสำอางและเมคอัพ เครื่องสำอางในรูปแบบอายแชโดว์ สเปรย์กากเพชรสำหรับใช้ในเครื่องสำอาง
",การเตรียมผลิตภัณฑ์เพื่อเช็ดเครื่องสำอางและเมคอัพ เครื่องสำอางในรูปแบบอายแชโดว์ สเปรย์กากเพชรสำหรับใช้ในเครื่องสำอาง
Output: เครื่องสำอางสำหรับการใช้ในการรักษาผิวรอยเหี่ยวย่น, เครื่องสำอางสำหรับการใช้ในการรักษาผิวรอยเหี่ยวย่น
Output: เครื่องสำอางชนิดลงสีแต้มแก้ม, เครื่องสำอางชนิดลงสีแต้มแก้ม
Output: สารสนธิ์สำหรับการใช้ในการวิเคราะห์ทางชีวเคมีในการวิจัยทางวิทยาศาสตร์, สารสนธิ์สำหรับการใช้ในการวิเคราะห์ทางชีวเคมีในการวิจัยทางวิทยาศาสตร์
"ตัวทำปฏิกิริยาสำหรับการใช้ในการวิเคราะห์ทางชีวเคมีเพื่อการวินิจฉัยทางการแพทย์
",ตัวทำปฏิกิริยาสำหรับการใช้ในการวิเคราะห์ทางชีวเคมีเพื่อการวินิจฉัยทางการแพทย์
"เครื่องมือห้องปฏิบัติการเพื่อการวิจัยทางวิทยาศาสตร์ โดยเฉพาะตัวตรวจจับแสงสำหรับการถอดรหัสพันธุกรรมและการวิเคราะห์ชีวเคมี
",เครื่องมือห้องปฏิบัติการเพื่อการวิจัยทางวิทยาศาสตร์ โดยเฉพาะตัวตรวจจับแสงสำหรับการถอดรหัสพันธุกรรมและการวิเคราะห์ชีวเคมี
"เครื่องมือห้องปฏิบัติการเพื่อวัตถุประสงค์ทางการวินิจฉัยทางการแพทย์ ซึ่งประกอบด้วย ตัวตรวจจับแสงสำหรับการหาลำดับพันธุกรรมและการวิเคราะห์ทางชีวเคมี
",เครื่องมือห้องปฏิบัติการเพื่อวัตถุประสงค์ทางการวินิจฉัยทางการแพทย์ ซึ่งประกอบด้วย ตัวตรวจจับแสงสำหรับการหาลำดับพันธุกรรมและการวิเคราะห์ทางชีวเคมี
,
Output: การจัดการและดำเนินงานออกงานแสดงสินค้า งานอีเวนต์ และนิทรรศการเพื่อวัตถุประสงค์ทางการค้าและการโฆษณา, การจัดการและดำเนินงานออกงานแสดงสินค้า งานอีเวนต์ และนิทรรศการเพื่อวัตถุประสงค์ทางการค้าและการโฆษณา
Output: การจัดการและดำเนินกิจกรรมส่งเสริมการขายและการโฆษณา, การจัดการและดำเนินกิจกรรมส่งเสริมการขายและการโฆษณา
"Output: บริการจัดซื้อจัดจ้างสำหรับผู้อื่น (การจัดซื้อสินค้าและบริการให้แก่ธุรกิจอื่น)
", บริการจัดซื้อจัดจ้างสำหรับผู้อื่น (การจัดซื้อสินค้าและบริการให้แก่ธุรกิจอื่น)
,
,
,
,
Output: การจัดการ ส่งเสริม และดำเนินการกิจกรรม งานประชุมและงานแสดงสินค้าเพื่อวัตถุประสงค์ทางการค้าและการโฆษณา, การจัดการ ส่งเสริม และดำเนินการกิจกรรม งานประชุมและงานแสดงสินค้าเพื่อวัตถุประสงค์ทางการค้าและการโฆษณา
Output: เตียงตรวจผู้ป่วยเฉพาะสำหรับการใช้งานทางการแพทย์, เตียงตรวจผู้ป่วยเฉพาะสำหรับการใช้งานทางการแพทย์
Output: เตียงตรวจผู้ป่วยเฉพาะสำหรับการใช้งานทางทันตกรรม, เตียงตรวจผู้ป่วยเฉพาะสำหรับการใช้งานทางทันตกรรม
Output: เก้าอี้นั่งตรวจเฉพาะสำหรับการใช้งานทางการแพทย์, เก้าอี้นั่งตรวจเฉพาะสำหรับการใช้งานทางการแพทย์
Output: เก้าอี้ตรวจเฉพาะสำหรับการใช้งานทางทันตกรรม, เก้าอี้ตรวจเฉพาะสำหรับการใช้งานทางทันตกรรม
,
,
Output: เตียงไฮโดรสตัติกแบบมีน้ำเพื่อวัตถุประสงค์ทางการแพทย์, เตียงไฮโดรสตัติกแบบมีน้ำเพื่อวัตถุประสงค์ทางการแพทย์
Output: หมอนน้ำเพื่อวัตถุประสงค์ทางการแพทย์, หมอนน้ำเพื่อวัตถุประสงค์ทางการแพทย์
Output: ที่นอนสลับแรงดันสำหรับการแพทย์, ที่นอนสลับแรงดันสำหรับการแพทย์
Output: เตียงให้ความร้อนสำหรับการรักษาทางการแพทย์, เตียงให้ความร้อนสำหรับการรักษาทางการแพทย์
Output: หมอนรองรับกระดูกสันหลังส่วนคอเพื่อการแพทย์, หมอนรองรับกระดูกสันหลังส่วนคอเพื่อการแพทย์
Output: แผ่นป้องกันสำหรับการปกป้องขณะสัมผัสกับรังสีเอ็กซ์ [ใช้ทางการแพทย์], แผ่นป้องกันสำหรับการปกป้องขณะสัมผัสกับรังสีเอ็กซ์ [ใช้ทางการแพทย์]
"Output: โครงสร้างป้องกันรังสี [สำหรับการใช้งานทางการแพทย์]
", โครงสร้างป้องกันรังสี [สำหรับการใช้งานทางการแพทย์]
Output: เก้าอี้พักผ่อนที่ทำขึ้นเป็นพิเศษเพื่อวัตถุประสงค์ทางการศัลยกรรม, เก้าอี้พักผ่อนที่ทำขึ้นเป็นพิเศษเพื่อวัตถุประสงค์ทางการศัลยกรรม
Output: เก้าอี้พักผ่อนโดยเฉพาะทำขึ้นเพื่อวัตถุประสงค์ทางการแพทย์, เก้าอี้พักผ่อนโดยเฉพาะทำขึ้นเพื่อวัตถุประสงค์ทางการแพทย์
Output: เก้าอี้พักผ่อนโดยเฉพาะสำหรับการใช้งานด้านทันตกรรม, เก้าอี้พักผ่อนโดยเฉพาะสำหรับการใช้งานด้านทันตกรรม
"Output: เตียงที่ผลิตขึ้นเป็นพิเศษสำหรับการใช้งานโดยผู้ป่วยไฟไหม้
", เตียงที่ผลิตขึ้นเป็นพิเศษสำหรับการใช้งานโดยผู้ป่วยไฟไหม้
Output: เตียงชนิดพิเศษทำขึ้นเพื่อวัตถุประสงค์ทางการแพทย์, เตียงชนิดพิเศษทำขึ้นเพื่อวัตถุประสงค์ทางการแพทย์
Output: เฟอร์นิเจอร์โดยเฉพาะทำขึ้นเพื่อการใช้งานด้านศัลยกรรม, เฟอร์นิเจอร์โดยเฉพาะทำขึ้นเพื่อการใช้งานด้านศัลยกรรม
Output: เฟอร์นิเจอร์โดยเฉพาะทำขึ้นเพื่อการใช้งานด้านทันตกรรม, เฟอร์นิเจอร์โดยเฉพาะทำขึ้นเพื่อการใช้งานด้านทันตกรรม
Output: เก้าอี้โดยเฉพาะทำขึ้นเพื่อการใช้งานทางการแพทย์, เก้าอี้โดยเฉพาะทำขึ้นเพื่อการใช้งานทางการแพทย์
Output: รถเข็นพยาบาลที่ปรับให้เหมาะสมเพื่อบรรจุเวชภัณฑ์สำหรับการจ่ายให้กับผู้ป่วย, รถเข็นพยาบาลที่ปรับให้เหมาะสมเพื่อบรรจุเวชภัณฑ์สำหรับการจ่ายให้กับผู้ป่วย
"Output: แผ่นปลอดเชื้อสำหรับใช้กับผู้ป่วยระหว่างการผ่าตัด
", แผ่นปลอดเชื้อสำหรับใช้กับผู้ป่วยระหว่างการผ่าตัด
Output: ที่นอนรองเพื่อป้องกันแผลกดทับ, ที่นอนรองเพื่อป้องกันแผลกดทับ
Output: โต๊ะสำหรับใช้ในการรักษาผู้ป่วย, โต๊ะสำหรับใช้ในการรักษาผู้ป่วย
Output: โต๊ะทำพิเศษสำหรับการตรวจการแพทย์, โต๊ะทำพิเศษสำหรับการตรวจการแพทย์
Output: แผ่นยางสำหรับภาวะกลั้นปัสสาวะไม่ได้, แผ่นยางสำหรับภาวะกลั้นปัสสาวะไม่ได้
Output: ที่นอนสำหรับรถเข็นผู้ป่วยในโรงพยาบาล, ที่นอนสำหรับรถเข็นผู้ป่วยในโรงพยาบาล
Output: เฟอร์นิเจอร์ที่ปรับให้เหมาะสมสำหรับการรักษาทางการแพทย์, เฟอร์นิเจอร์ที่ปรับให้เหมาะสมสำหรับการรักษาทางการแพทย์
Output: ผ้าห่มทางการแพทย์เพื่อลดอุณหภูมิผู้ป่วย, ผ้าห่มทางการแพทย์เพื่อลดอุณหภูมิผู้ป่วย
Output: ผ้าห่มทางการแพทย์เพื่อเพิ่มอุณหภูมิร่างกายผู้ป่วย, ผ้าห่มทางการแพทย์เพื่อเพิ่มอุณหภูมิร่างกายผู้ป่วย
Output: เฟอร์นิเจอร์เพื่อวัตถุประสงค์การตรวจส่องกล้องภายในร่างกาย, เฟอร์นิเจอร์เพื่อวัตถุประสงค์การตรวจส่องกล้องภายในร่างกาย
"Output: เปลผู้ป่วยชนิดเป็นเปลหาม
", เปลผู้ป่วยชนิดเป็นเปลหาม
Output: เข็มขัดยึดผู้ป่วยบนเตียงพักฟื้น, เข็มขัดยึดผู้ป่วยบนเตียงพักฟื้น
Output: หมอนอิงรูปทรงตามแนวโค้งสำหรับผู้ป่วยใช้บนเตียง [ปรับปรุงเพื่อวัตถุประสงค์ทางการแพทย์], หมอนอิงรูปทรงตามแนวโค้งสำหรับผู้ป่วยใช้บนเตียง [ปรับปรุงเพื่อวัตถุประสงค์ทางการแพทย์]
"Output: สายรัดสำหรับยกผู้ป่วยด้วยเครื่องยกรอก
", สายรัดสำหรับยกผู้ป่วยด้วยเครื่องยกรอก
Output: แผ่นรองสำหรับเด็กทารกเพื่อบรรเทาภาวะปัสสาวะเล็ด, แผ่นรองสำหรับเด็กทารกเพื่อบรรเทาภาวะปัสสาวะเล็ด
Output: แผ่นรองสำหรับเด็กทารกเพื่อบรรเทาภาวะปัสสาวะเล็ด, แผ่นรองสำหรับเด็กทารกเพื่อบรรเทาภาวะปัสสาวะเล็ด
"Output: เตียงไฮบริดแบบขอบนุ่ม เตียงน้ำ [สำหรับการใช้งานทางการแพทย์]
", เตียงไฮบริดแบบขอบนุ่ม เตียงน้ำ [สำหรับการใช้งานทางการแพทย์]
Output: หมอนรองรับทารกขณะอาบน้ำเพื่อการแพทย์, หมอนรองรับทารกขณะอาบน้ำเพื่อการแพทย์
Output: หมอนรองรับการแพทย์สำหรับการรองรับทารกที่กำลังถูกตรวจร่างกาย, หมอนรองรับการแพทย์สำหรับการรองรับทารกที่กำลังถูกตรวจร่างกาย
Output: หมอนรองรับศีรษะสำหรับการแพทย์, หมอนรองรับศีรษะสำหรับการแพทย์
Output: หมอนบรรจุขนนุ่ม, หมอนบรรจุขนนุ่ม
Output: ที่นอนรองรับสำหรับการแพทย์, ที่นอนรองรับสำหรับการแพทย์
"Output: แผ่นปูเตียงผู้ป่วย
", แผ่นปูเตียงผู้ป่วย
"Output: หมอนลมสำหรับทารก [เพื่อการแพทย์]
", หมอนลมสำหรับทารก [เพื่อการแพทย์]
"Output: ที่นอนลมสำหรับทารก [เพื่อวัตถุประสงค์ทางการแพทย์]
", ที่นอนลมสำหรับทารก [เพื่อวัตถุประสงค์ทางการแพทย์]
Output: เสาช่วยในการยกผู้ป่วย, เสาช่วยในการยกผู้ป่วย
Output: ผ้าปูที่ติดกาวสำหรับการใช้งานผ่าตัด, ผ้าปูที่ติดกาวสำหรับการใช้งานผ่าตัด
Output: หมอนอิงบุผ้าเพื่อวัตถุประสงค์ทางการแพทย์, หมอนอิงบุผ้าเพื่อวัตถุประสงค์ทางการแพทย์
Output: แผ่นรองเสริมรูปทรงแบบเป่าลมสำหรับผู้ป่วย, แผ่นรองเสริมรูปทรงแบบเป่าลมสำหรับผู้ป่วย
"Output: หมอนอิงรูปทรงโค้งมนสำหรับผู้ป่วยใช้บนเก้าอี้นั่ง [ปรับปรุงเพื่อวัตถุประสงค์ทางการแพทย์]
", หมอนอิงรูปทรงโค้งมนสำหรับผู้ป่วยใช้บนเก้าอี้นั่ง [ปรับปรุงเพื่อวัตถุประสงค์ทางการแพทย์]
Output: ผ้าห่มไฟฟ้า [เตียง] สำหรับการแพทย์, ผ้าห่มไฟฟ้า [เตียง] สำหรับการแพทย์
Output: แผ่นรองและหมอนบรรเทาแรงกดดัน, แผ่นรองและหมอนบรรเทาแรงกดดัน
Output: ทะเบียนเตียงสำหรับเตียงโดยเฉพาะทำขึ้นเพื่อวัตถุประสงค์ทางการแพทย์, ทะเบียนเตียงสำหรับเตียงโดยเฉพาะทำขึ้นเพื่อวัตถุประสงค์ทางการแพทย์
"Output: อ่างอาบน้ำ (ลิฟต์ช่วยให้ผู้ป่วยเข้าอ่างได้)
", อ่างอาบน้ำ (ลิฟต์ช่วยให้ผู้ป่วยเข้าอ่างได้)
Output: อ่างอาบน้ำ (เครื่องช่วยพาผู้ป่วยออกจาก-), อ่างอาบน้ำ (เครื่องช่วยพาผู้ป่วยออกจาก)
Output: ที่นอนเป่าลมเพื่อวัตถุประสงค์ทางการแพทย์กระดูกและข้อ, ที่นอนเป่าลมเพื่อวัตถุประสงค์ทางการแพทย์กระดูกและข้อ
Output: อุปกรณ์สำหรับการพลิกตัวผู้ป่วย, อุปกรณ์สำหรับการพลิกตัวผู้ป่วย
Output: อุปกรณ์รองรับการใช้งานทางการแพทย์, อุปกรณ์รองรับการใช้งานทางการแพทย์
Output: เครื่องยกผู้ป่วยขึ้นบันไดเพื่อการบำบัดรักษาทางการแพทย์, เครื่องยกผู้ป่วยขึ้นบันไดเพื่อการบำบัดรักษาทางการแพทย์
"Output: เครื่องออกกำลังกายเพื่อวัตถุประสงค์ในการรักษา
", เครื่องออกกำลังกายเพื่อวัตถุประสงค์ในการรักษา
"Output: เครื่องดูดตะกอนชนิดอัลตราซาวนด์สำหรับการแยกชิ้นเนื้ออ่อน
", เครื่องดูดตะกอนชนิดอัลตราซาวนด์สำหรับการแยกชิ้นเนื้ออ่อน
Output: ภาชนะกระจายความร้อนเพื่อบรรเทาอาการปวดกล้ามเนื้อ, ภาชนะกระจายความร้อนเพื่อบรรเทาอาการปวดกล้ามเนื้อ
Output: ภาชนะกระจายความร้อนเพื่อบรรเทาอาการปวดหู, ภาชนะกระจายความร้อนเพื่อบรรเทาอาการปวดหู
Output: โคมไฟความร้อนสำหรับการแพทย์, โคมไฟความร้อนสำหรับการแพทย์
Output: อุปกรณ์ออกกำลังกายแบบขยาย สำหรับการบำบัดทางการแพทย์, อุปกรณ์ออกกำลังกายแบบขยาย สำหรับการบำบัดทางการแพทย์
Output: อุปกรณ์ออกกำลังกายเพื่อวัตถุประสงค์ในการฟื้นฟูสมรรถภาพทางการแพทย์, อุปกรณ์ออกกำลังกายเพื่อวัตถุประสงค์ในการฟื้นฟูสมรรถภาพทางการแพทย์
Output: อุปกรณ์บริหารมือเพื่อการบำบัดรักษา, อุปกรณ์บริหารมือเพื่อการบำบัดรักษา
Output: หมอนอุ่น [แผ่นรอง] แบบไม่ใช้พลังงาน สำหรับการแพทย์, หมอนอุ่น [แผ่นรอง] แบบไม่ใช้พลังงาน สำหรับการแพทย์
Output: หมอนอุ่นไฟฟ้าเพื่อวัตถุประสงค์ทางการแพทย์, หมอนอุ่นไฟฟ้าเพื่อวัตถุประสงค์ทางการแพทย์
Output: หน่วยแผ่รังสีอินฟราเรดเพื่อวัตถุประสงค์ในการบำบัด, หน่วยแผ่รังสีอินฟราเรดเพื่อวัตถุประสงค์ในการบำบัด
Output: เครื่องออกกำลังกายแบบสายพานสำหรับการบำบัดทางกายภาพในทางการแพทย์, เครื่องออกกำลังกายแบบสายพานสำหรับการบำบัดทางกายภาพในทางการแพทย์
Output: อุปกรณ์ทางการแพทย์เพื่อเสริมสร้างกล้ามเนื้ออุ้งเชิงกราน, อุปกรณ์ทางการแพทย์เพื่อเสริมสร้างกล้ามเนื้ออุ้งเชิงกราน
"ผลงานศิลป์เพื่อการออกกำลังกายทางร่างกาย [เพื่อวัตถุประสงค์ทางการแพทย์]
",ผลงานศิลป์เพื่อการออกกำลังกายทางร่างกาย [เพื่อวัตถุประสงค์ทางการแพทย์]
Output: ชุดหลอดไฟอาร์คปรอทเพื่อวัตถุประสงค์ในการรักษา, ชุดหลอดไฟอาร์คปรอทเพื่อวัตถุประสงค์ในการรักษา
Output: อุปกรณ์กระตุ้นด้วยไฟฟ้าสำหรับการใช้ในการรักษาทางบำบัด, อุปกรณ์กระตุ้นด้วยไฟฟ้าสำหรับการใช้ในการรักษาทางบำบัด
Output: เครื่องฝึกความแข็งแรงด้วยการพายเรือ [สำหรับการใช้งานทางการแพทย์], เครื่องฝึกความแข็งแรงด้วยการพายเรือ [สำหรับการใช้งานทางการแพทย์]
Output: เครื่องยกขาสำหรับการใช้ในกายภาพบำบัด, เครื่องยกขาสำหรับการใช้ในกายภาพบำบัด
Output: เครื่องกระตุ้นไฟฟ้าเพื่อการลดน้ำหนัก, เครื่องกระตุ้นไฟฟ้าเพื่อการลดน้ำหนัก
Output: อุปกรณ์ช่วยในการหายใจเพื่อป้องกันอาการนอนกรน, อุปกรณ์ช่วยในการหายใจเพื่อป้องกันอาการนอนกรน
Output: คลิปหนีบจมูกเพื่อการรักษา ป้องกันอาการนอนกรน, คลิปหนีบจมูกเพื่อการรักษา ป้องกันอาการนอนกรน
Output: อุปกรณ์บำบัดสำหรับเด็กออทิสติก, อุปกรณ์บำบัดสำหรับเด็กออทิสติก
Output: อุปกรณ์จำลองการออกกำลังกายเพื่อวัตถุประสงค์ทางการแพทย์, อุปกรณ์จำลองการออกกำลังกายเพื่อวัตถุประสงค์ทางการแพทย์
Output: อิเล็กโทรดการกระตุ้นเส้นประสาทด้วยไฟฟ้าข้ามผิวหนัง, อิเล็กโทรดการกระตุ้นเส้นประสาทด้วยไฟฟ้าข้ามผิวหนัง
Output: อุปกรณ์สำหรับการบำบัดกระตุ้นร่างกายให้แข็งแรง, อุปกรณ์สำหรับการบำบัดกระตุ้นร่างกายให้แข็งแรง
"Output: อุปกรณ์ล้างเพื่อวัตถุประสงค์ในการรักษา
", อุปกรณ์ล้างเพื่อวัตถุประสงค์ในการรักษา
Output: อุปกรณ์สำหรับการใช้ในการออกกำลังกายกล้ามเนื้อเพื่อการแพทย์, อุปกรณ์สำหรับการใช้ในการออกกำลังกายกล้ามเนื้อเพื่อการแพทย์
Output: อุปกรณ์สำหรับการใช้ในการกระตุ้นกล้ามเนื้อเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์, อุปกรณ์สำหรับการใช้ในการกระตุ้นกล้ามเนื้อเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์
